,Bishan,CBD,Tiong Bahru,Paya Lebar,Tampines,CCK,Woodlands,Punggol,Buona,Tuas,Town,Jurong,Serangoon,Toa Payoh,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona
2020-01-01 05:05:00,672,8,391,733,1068,1099,1549,1088,454,696,132,609,1031,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:10:00,672,8,391,733,1068,1099,1549,1088,454,696,132,609,1031,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:15:00,672,8,391,733,1068,1099,1549,1088,454,696,132,609,1031,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:20:00,672,8,391,733,1068,1099,1549,1088,454,696,132,609,1031,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:25:00,672,8,391,733,1068,1099,1549,1088,454,696,132,609,1031,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:30:00,672,8,391,733,1068,1099,1549,1088,454,696,132,609,1031,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:35:00,672,8,391,733,1068,1099,1549,1088,454,696,132,609,1031,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:40:00,672,8,391,733,1064,1099,1549,1088,454,691,132,609,1031,470,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2020-01-01 05:45:00,672,8,391,733,1064,1099,1549,1088,454,691,132,609,1031,470,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2020-01-01 05:50:00,672,8,391,737,1064,1099,1549,1084,454,686,132,609,1031,470,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:55:00,672,8,391,732,1060,1099,1549,1084,454,680,132,614,1031,470,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0
2020-01-01 06:00:00,672,8,391,731,1053,1094,1549,1084,454,680,132,610,1040,470,0,0,0,0,0,0,0,0,0,5,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0
2020-01-01 06:05:00,682,7,391,734,1053,1094,1549,1081,454,668,132,614,1034,467,0,0,0,0,0,0,0,0,0,5,0,0,0,18,5,0,0,0,0,3,0,0,0,1,0,1,0,0,0,7,0,0
2020-01-01 06:10:00,680,7,391,736,1049,1083,1554,1068,458,659,133,615,1032,467,0,0,0,0,0,0,5,0,0,11,0,0,0,21,6,0,0,0,0,16,0,0,0,0,0,5,0,0,0,4,0,0
2020-01-01 06:15:00,678,6,390,728,1025,1071,1544,1068,453,659,132,604,1038,467,0,0,0,10,0,0,9,6,0,23,0,0,0,21,16,0,1,0,0,13,0,1,0,1,0,8,0,0,0,28,0,0
2020-01-01 06:20:00,684,5,390,730,1025,1070,1549,1063,456,644,133,614,1051,467,0,0,0,11,0,0,12,8,5,13,0,0,0,24,13,0,1,0,0,5,0,0,0,1,0,2,0,0,0,24,0,0
2020-01-01 06:25:00,706,4,387,750,1018,1047,1535,1039,458,637,132,611,1031,461,0,0,0,28,0,0,18,14,14,24,0,0,0,22,14,3,2,0,0,29,0,2,0,1,0,4,0,0,0,7,0,2
2020-01-01 06:30:00,689,4,377,726,993,1036,1505,1033,459,637,125,598,1033,463,0,0,15,59,0,0,22,22,9,35,4,0,0,22,25,3,9,0,0,30,0,4,4,0,0,24,0,0,0,32,0,3
2020-01-01 06:35:00,711,7,371,724,990,1034,1518,1031,470,617,122,612,1073,458,0,0,23,55,0,0,22,21,4,14,13,0,0,27,17,3,14,0,0,8,0,3,0,1,0,9,0,0,0,28,0,0
2020-01-01 06:40:00,735,5,366,740,989,1009,1484,1002,460,610,121,600,1061,452,0,0,28,92,0,0,29,35,12,17,19,6,0,27,21,13,16,0,0,31,0,2,0,0,0,9,2,0,0,4,0,3
2020-01-01 06:45:00,717,4,353,709,954,988,1447,988,456,610,114,594,1045,447,0,0,58,131,0,0,34,42,8,30,20,8,0,27,33,14,27,4,0,43,0,5,2,0,14,34,3,0,0,36,0,1
2020-01-01 06:50:00,726,5,350,710,950,992,1461,982,468,591,112,619,1106,444,0,0,58,122,0,0,34,40,8,16,19,3,9,26,21,13,23,7,0,20,0,2,0,0,6,16,2,0,0,39,0,0
2020-01-01 06:55:00,742,4,349,732,945,960,1418,940,453,588,112,599,1093,433,0,8,64,159,0,0,40,56,37,24,20,19,14,22,23,23,17,8,13,48,0,0,0,0,5,8,2,1,11,9,0,1
2020-01-01 07:00:00,736,3,331,694,926,952,1371,929,437,588,106,589,1057,426,0,0,102,199,0,0,45,59,37,35,16,23,19,22,36,21,27,15,25,53,0,5,1,0,17,40,2,2,18,24,6,6
2020-01-01 07:05:00,725,4,331,694,935,985,1381,934,453,579,105,607,1106,428,0,0,122,199,0,0,51,55,18,14,17,6,25,21,28,16,25,13,24,32,1,1,0,1,10,16,1,1,14,21,1,0
2020-01-01 07:10:00,728,4,332,698,937,955,1338,923,441,584,106,581,1059,423,0,9,142,230,0,0,49,71,29,30,27,19,28,18,25,30,23,11,46,42,1,1,0,0,9,15,1,0,24,7,2,2
2020-01-01 07:15:00,710,3,330,672,931,952,1324,918,433,589,102,579,1029,420,0,0,170,249,0,0,55,78,22,35,22,23,30,18,26,33,26,12,45,48,1,3,2,1,29,27,1,2,25,18,5,2
2020-01-01 07:20:00,695,5,341,690,948,978,1350,937,439,588,101,609,1059,421,0,0,196,242,0,0,49,86,6,8,17,9,30,16,16,22,14,7,28,29,0,3,0,0,17,9,0,3,15,13,3,1
2020-01-01 07:25:00,695,6,346,698,951,959,1327,942,432,596,100,588,1040,426,0,0,204,256,0,0,51,84,26,19,19,24,35,16,12,25,4,9,38,23,0,1,0,0,11,9,1,1,20,5,1,0
2020-01-01 07:30:00,682,5,345,683,949,957,1312,945,436,601,96,582,1002,425,0,0,225,268,0,0,44,79,29,26,10,30,40,18,11,22,4,11,41,21,1,1,3,1,33,14,2,3,22,14,5,2
2020-01-01 07:35:00,671,7,352,708,955,996,1329,967,436,579,97,604,1003,432,0,0,238,269,0,0,42,63,9,12,1,11,40,39,6,19,1,14,27,13,1,1,0,1,13,4,1,3,19,16,1,0
2020-01-01 07:40:00,655,8,355,707,958,976,1327,972,440,517,97,586,996,435,0,0,248,269,0,0,28,56,13,27,13,13,36,114,7,25,1,16,34,11,3,2,0,1,5,8,1,0,26,13,1,0
2020-01-01 07:45:00,660,5,358,702,964,972,1346,980,433,452,100,584,987,437,0,0,239,263,0,0,27,41,10,30,14,17,31,191,7,22,1,13,32,11,0,1,0,2,18,8,2,0,25,10,3,2
2020-01-01 07:50:00,660,4,364,712,966,982,1363,998,441,393,102,599,993,439,0,0,244,263,0,0,21,23,6,18,2,7,27,258,7,15,0,10,17,8,2,0,0,0,12,8,2,1,15,18,0,0
2020-01-01 07:55:00,659,3,369,716,937,933,1368,1008,452,354,104,575,999,436,0,0,245,263,0,0,6,12,8,65,1,2,17,311,35,11,0,6,19,4,1,0,0,1,6,8,1,1,11,52,1,0
2020-01-01 08:00:00,670,4,374,725,908,838,1378,1002,452,329,105,502,998,435,0,0,245,259,0,0,7,4,2,157,0,0,13,343,107,11,0,2,22,13,0,1,0,0,4,5,0,0,12,73,0,0
2020-01-01 08:05:00,672,4,373,718,887,712,1356,980,447,323,103,425,990,436,0,0,245,272,0,0,14,8,0,285,0,0,8,355,188,8,2,1,16,47,0,2,0,0,6,13,0,0,12,92,0,0
2020-01-01 08:10:00,685,4,357,706,828,607,1265,948,452,323,99,368,1004,438,0,0,231,350,0,0,26,31,3,390,0,0,4,359,221,4,18,1,13,76,0,4,0,0,4,40,0,0,7,134,0,0
2020-01-01 08:15:00,694,4,305,683,749,534,1051,931,376,320,91,335,1034,440,0,0,231,539,0,0,39,106,30,452,1,0,1,344,277,3,71,0,11,88,0,8,0,0,2,36,0,0,3,211,0,0
2020-01-01 08:20:00,725,4,254,649,692,487,820,843,315,301,82,311,1005,434,0,17,220,733,0,0,61,170,82,489,7,0,0,356,311,1,120,0,9,160,0,8,1,0,1,57,0,0,3,270,0,2
2020-01-01 08:25:00,749,4,213,608,623,461,599,689,273,278,76,295,959,422,0,45,212,866,0,0,113,219,140,504,32,0,0,376,332,4,160,0,8,318,1,5,1,0,2,67,1,0,4,340,0,1
2020-01-01 08:30:00,750,3,187,543,536,427,480,533,220,248,66,284,929,390,0,51,193,967,0,0,182,265,172,492,69,1,0,406,348,12,184,1,7,479,0,11,0,1,6,122,2,2,2,429,0,0
2020-01-01 08:35:00,708,2,177,540,428,358,354,413,215,221,64,294,864,363,0,73,193,1046,0,7,242,283,219,494,111,4,0,433,356,16,193,10,6,599,2,2,1,0,50,138,2,10,1,507,0,1
2020-01-01 08:40:00,608,5,157,519,328,302,295,343,196,197,65,272,704,352,0,98,175,1086,9,0,337,301,259,494,167,5,1,457,377,17,200,53,5,672,24,1,0,0,103,155,1,40,3,604,0,13
2020-01-01 08:45:00,479,11,134,424,247,277,239,300,189,180,86,239,531,313,0,110,174,1109,38,0,438,304,276,496,209,4,8,474,409,20,203,96,7,717,68,0,3,1,217,144,1,110,9,686,0,20
2020-01-01 08:50:00,372,9,126,329,207,240,229,272,177,164,76,215,435,267,0,121,156,1115,38,0,525,307,296,499,249,3,17,485,436,37,190,128,9,748,145,0,19,5,287,120,1,195,11,728,4,8
2020-01-01 08:55:00,293,57,111,246,191,206,214,261,176,151,79,204,364,230,0,124,148,1122,37,0,592,308,314,502,264,2,23,499,439,56,188,163,9,731,210,0,20,2,339,100,1,238,11,749,7,19
2020-01-01 09:00:00,242,60,101,210,178,178,251,254,171,150,56,203,299,203,0,130,118,1127,32,0,636,325,322,487,288,1,24,497,448,49,188,182,8,737,287,0,25,15,376,72,3,285,15,742,8,17
2020-01-01 09:05:00,228,77,100,199,175,200,261,251,151,155,100,189,258,181,0,125,87,1135,21,0,665,344,300,486,296,1,18,500,471,52,188,196,6,744,309,0,13,8,369,51,2,309,10,752,8,9
2020-01-01 09:10:00,219,86,112,177,178,174,277,252,164,160,80,204,240,170,0,106,52,1131,3,0,677,353,315,489,309,1,16,502,471,40,178,205,6,747,368,0,28,4,365,36,0,336,5,757,2,5
2020-01-01 09:15:00,216,113,111,156,177,164,298,252,145,167,92,220,222,149,0,84,16,1136,0,0,703,350,326,490,309,0,10,503,483,32,175,216,6,749,401,0,14,1,369,15,0,360,6,760,1,3
2020-01-01 09:20:00,213,126,110,173,179,175,295,255,152,169,86,225,218,132,0,57,17,1137,0,0,731,344,317,485,315,0,9,495,479,28,156,222,5,750,437,0,17,1,342,2,0,375,6,761,2,2
2020-01-01 09:25:00,200,153,111,153,181,180,322,257,168,174,86,298,192,112,0,24,15,1141,0,0,770,354,301,456,301,0,5,457,462,10,154,226,5,750,462,0,14,0,346,1,0,385,10,762,1,1
2020-01-01 09:30:00,196,162,135,175,184,198,312,260,150,176,109,274,193,95,0,0,8,1141,0,0,812,374,268,456,311,0,7,454,496,3,135,203,4,750,452,0,14,5,317,0,0,401,8,762,0,0
2020-01-01 09:35:00,147,175,149,170,191,180,319,262,175,178,90,285,216,88,0,0,6,1148,0,0,845,385,262,445,299,0,11,454,481,1,113,190,2,736,472,0,24,1,307,0,0,427,4,762,0,0
2020-01-01 09:40:00,131,217,152,179,192,175,351,264,152,179,87,269,213,80,0,0,5,1158,0,0,861,408,253,406,313,0,14,440,508,0,90,187,4,736,478,0,12,1,295,0,0,431,5,754,0,0
2020-01-01 09:45:00,120,251,155,185,195,195,327,264,154,183,111,278,229,71,0,0,4,1183,0,0,878,420,221,406,294,0,13,440,513,0,56,184,7,727,457,0,9,9,276,4,0,422,5,754,0,0
2020-01-01 09:50:00,121,241,155,189,197,190,333,268,170,189,119,262,244,71,0,0,4,1195,0,0,884,433,204,388,305,0,9,440,509,0,10,184,5,727,445,0,19,19,260,2,0,445,10,754,0,0
2020-01-01 09:55:00,150,258,155,217,200,202,335,271,172,193,149,283,214,68,0,0,2,1201,0,0,893,440,173,373,309,0,6,415,505,0,0,186,5,727,424,0,16,7,246,1,0,469,11,724,0,0
2020-01-01 10:00:00,139,284,173,231,207,213,356,273,178,196,140,297,197,81,0,0,0,1216,0,0,896,455,141,339,297,0,4,404,507,0,0,168,6,727,424,0,20,3,216,16,0,480,12,704,0,0
2020-01-01 10:05:00,126,308,198,208,211,219,378,276,175,198,169,293,199,86,0,0,1,1240,0,0,899,479,109,293,314,0,2,383,520,0,0,143,6,727,397,0,11,1,191,17,0,500,19,704,0,0
2020-01-01 10:10:00,120,353,198,207,219,224,390,279,160,199,175,299,209,82,0,0,1,1275,0,0,902,502,75,245,325,0,5,363,540,0,0,145,4,720,385,0,20,1,166,9,0,489,18,696,0,0
2020-01-01 10:15:00,130,382,222,204,230,242,398,282,159,200,178,311,206,73,0,0,1,1313,0,0,907,514,30,195,330,0,5,341,557,0,0,123,3,715,373,0,21,5,150,8,0,494,18,680,0,0
2020-01-01 10:20:00,174,424,252,203,237,248,398,283,162,200,198,339,197,71,0,0,2,1340,0,0,915,502,0,150,326,0,5,307,573,0,0,95,3,715,349,0,15,6,124,12,0,483,12,680,0,0
2020-01-01 10:25:00,168,437,268,219,248,235,401,285,146,204,223,332,207,79,0,0,2,1385,0,0,925,498,0,103,320,0,1,294,612,0,0,80,1,715,318,0,17,6,96,7,0,496,6,666,0,0
2020-01-01 10:30:00,149,458,303,269,249,230,399,286,159,205,254,354,223,85,0,0,3,1431,0,0,934,506,0,59,314,0,0,255,619,0,0,46,0,694,288,0,14,1,54,10,0,507,12,630,0,0
2020-01-01 10:35:00,160,512,338,253,254,228,399,286,149,205,278,344,239,82,0,0,3,1463,0,0,945,515,0,14,305,0,2,241,647,0,0,12,0,665,261,0,16,0,23,22,0,499,10,630,0,0
2020-01-01 10:40:00,156,537,339,218,261,228,371,286,150,205,305,351,231,80,0,0,3,1502,0,0,958,525,0,0,300,0,2,214,661,0,0,14,0,665,227,0,18,2,23,12,0,516,10,630,0,0
2020-01-01 10:45:00,158,581,343,231,264,228,351,286,151,205,336,357,219,74,0,0,2,1523,0,0,975,522,0,0,281,0,2,202,675,0,0,17,1,665,199,0,8,0,6,6,0,509,10,612,1,0
2020-01-01 10:50:00,151,599,349,202,271,228,342,286,160,207,357,347,236,77,0,0,1,1533,0,0,979,519,0,0,271,0,2,193,693,0,0,19,1,632,176,0,8,0,7,11,0,511,15,612,5,0
2020-01-01 10:55:00,156,635,356,221,274,228,336,287,161,207,395,357,216,78,0,0,1,1539,0,0,992,514,0,0,265,0,3,167,698,6,0,19,1,632,141,0,5,2,10,6,0,489,17,581,5,0
2020-01-01 11:00:00,164,651,364,212,286,228,335,287,155,207,412,388,241,78,0,0,0,1540,0,0,1008,499,0,0,249,0,4,126,713,8,0,20,1,592,123,0,10,3,6,13,0,485,9,573,10,0
2020-01-01 11:05:00,174,671,381,204,291,228,333,288,173,209,437,421,227,84,0,0,0,1535,0,0,1023,486,0,0,227,1,2,80,723,4,0,17,0,586,101,0,7,0,13,13,0,483,7,563,8,0
2020-01-01 11:10:00,153,678,396,210,295,228,333,288,153,210,463,438,262,88,0,0,0,1535,0,0,1037,487,0,0,206,1,4,30,776,2,0,13,0,542,81,0,4,0,12,11,0,488,4,553,19,0
2020-01-01 11:15:00,150,709,417,232,298,229,333,288,152,211,498,442,258,81,0,0,0,1535,0,0,1050,481,0,0,183,1,8,0,812,1,0,22,2,517,50,0,8,0,18,7,0,474,1,523,9,0
2020-01-01 11:20:00,164,731,430,259,299,228,333,288,164,211,503,421,258,79,0,0,0,1535,0,0,1063,458,0,1,166,2,11,0,827,1,0,30,4,482,31,0,23,0,17,10,0,479,2,483,7,0
2020-01-01 11:25:00,171,764,441,260,299,229,333,290,170,214,501,438,264,87,0,0,0,1534,0,0,1074,437,0,1,125,1,8,0,838,0,0,35,3,444,17,0,24,0,20,11,0,500,4,455,8,0
2020-01-01 11:30:00,189,788,452,281,301,229,334,292,166,219,497,459,275,92,0,0,0,1515,0,0,1086,422,0,1,77,0,3,0,863,0,0,45,1,401,12,0,21,0,17,5,0,537,4,410,6,0
2020-01-01 11:35:00,180,824,469,290,303,228,334,293,197,222,490,486,289,94,0,0,0,1515,0,0,1084,412,0,2,27,0,1,0,866,0,0,40,1,354,14,0,19,0,22,4,0,568,6,364,2,0
2020-01-01 11:40:00,176,863,483,302,305,228,335,293,213,222,489,491,290,95,0,0,0,1515,0,0,1097,393,0,1,0,0,1,0,862,7,0,38,6,307,15,0,15,0,31,4,0,599,8,315,1,0
2020-01-01 11:45:00,154,892,493,316,309,228,336,294,204,222,493,484,293,99,0,0,0,1515,0,0,1105,395,0,0,0,0,2,0,865,11,0,40,9,257,16,0,11,1,33,4,0,643,5,265,6,0
2020-01-01 11:50:00,181,904,512,317,313,228,336,299,218,223,502,490,290,98,0,0,1,1504,0,0,1110,377,0,0,0,0,1,0,846,6,0,34,8,207,17,0,8,0,37,4,0,702,8,215,4,0
2020-01-01 11:55:00,168,940,521,324,314,228,336,303,223,223,513,492,295,106,0,0,1,1499,0,0,1115,381,0,0,0,0,3,0,834,3,0,32,5,157,17,0,6,0,42,4,0,739,9,165,2,0
2020-01-01 12:00:00,173,967,534,322,321,228,336,307,230,224,522,494,296,103,0,0,1,1499,0,0,1122,368,0,0,0,0,2,0,822,1,0,27,3,107,21,0,8,0,50,3,0,787,4,115,3,0
2020-01-01 12:05:00,165,994,548,328,323,228,336,308,222,224,536,495,296,107,0,0,1,1499,0,0,1128,367,0,0,0,0,2,0,822,0,0,23,6,57,18,0,7,0,47,2,0,832,8,65,6,0
2020-01-01 12:10:00,172,1025,561,327,325,228,337,310,231,226,551,495,300,104,0,0,0,1496,0,0,1133,360,0,0,0,0,0,0,810,0,0,21,5,7,20,0,3,0,50,4,0,875,8,15,1,0
2020-01-01 12:15:00,179,1035,565,302,331,228,337,314,226,226,569,495,266,107,0,0,2,1480,0,0,1136,358,0,0,0,0,0,0,810,0,0,21,1,0,18,0,2,0,50,4,0,928,6,0,4,0
2020-01-01 12:20:00,155,1037,575,271,333,228,337,315,233,226,585,495,252,106,0,0,2,1480,0,0,1140,358,0,0,0,0,0,0,800,0,0,17,2,0,20,0,2,0,44,3,0,974,8,0,2,0
2020-01-01 12:25:00,157,1062,584,264,337,228,337,315,232,226,605,495,245,102,0,0,2,1480,0,0,1141,344,0,0,0,0,0,0,797,0,0,12,2,0,19,0,0,0,23,3,0,981,6,0,1,0
2020-01-01 12:30:00,142,1063,590,260,341,228,337,317,262,226,623,495,243,101,0,0,2,1480,0,0,1136,343,0,0,0,0,0,0,771,0,0,8,2,0,17,0,1,0,3,1,0,1001,6,0,1,0
2020-01-01 12:35:00,149,1079,594,246,343,228,339,317,257,226,637,495,242,94,0,0,0,1480,0,0,1136,335,0,0,0,0,0,0,764,4,0,5,2,0,16,0,3,0,2,0,0,999,8,0,0,0
2020-01-01 12:40:00,145,1100,596,242,347,228,339,319,252,226,652,495,244,92,0,0,0,1480,0,0,1136,333,0,0,0,0,0,0,760,6,0,3,0,0,13,0,1,0,0,0,0,987,4,0,0,0
2020-01-01 12:45:00,146,1101,598,239,351,228,339,319,247,226,660,499,246,87,0,0,0,1480,0,0,1136,326,0,0,0,0,0,0,760,3,0,1,0,0,12,0,5,0,1,0,0,990,0,0,0,0
2020-01-01 12:50:00,145,1123,599,240,351,228,339,319,294,226,667,501,245,88,0,0,0,1480,0,0,1111,318,0,0,0,0,0,0,736,1,0,0,0,0,9,0,5,0,2,0,0,973,0,0,0,0
