,Bishan,CBD,Tiong Bahru,Paya Lebar,Tampines,CCK,Woodlands,Punggol,Buona,Tuas,Town,Jurong,Serangoon,Toa Payoh,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona
2020-01-02 05:40:00,672,9,391,733,1064,654,1247,1088,454,692,133,609,1031,470,0,0,745,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2020-01-02 05:45:00,672,9,391,733,1064,654,1251,1088,454,691,133,609,1031,470,0,0,741,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2020-01-02 05:50:00,672,9,391,737,1064,654,1280,1085,454,686,133,609,1031,470,0,0,712,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:55:00,672,9,391,732,1060,654,1285,1084,454,681,133,613,1031,470,0,0,707,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0
2020-01-02 06:00:00,672,9,391,731,1055,649,1294,1084,454,680,133,611,1039,470,0,0,698,0,0,0,0,0,0,5,0,0,0,11,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0
2020-01-02 06:05:00,680,8,391,734,1055,649,1308,1081,454,671,133,614,1036,467,0,0,684,0,0,0,0,0,0,5,0,0,0,15,5,0,0,0,0,3,0,0,0,1,0,1,0,0,0,5,0,0
2020-01-02 06:10:00,680,8,391,734,1053,640,1313,1071,457,661,134,614,1033,467,0,0,684,0,0,0,4,0,0,9,0,0,0,20,7,0,0,0,0,13,0,0,0,0,0,5,0,0,0,2,0,0
2020-01-02 06:15:00,678,7,390,728,1035,626,1303,1069,453,660,133,606,1039,467,0,0,684,10,0,0,8,6,0,23,0,0,0,20,14,0,1,0,0,12,0,1,0,1,0,6,0,0,0,20,0,0
2020-01-02 06:20:00,684,5,390,728,1032,625,1329,1064,456,649,134,611,1047,467,0,0,662,11,0,0,11,8,4,15,0,0,0,22,13,0,1,0,0,7,0,0,0,2,0,2,0,0,0,21,0,0
2020-01-02 06:25:00,704,5,387,743,1026,606,1320,1048,456,640,134,610,1031,461,0,0,662,27,0,0,17,14,11,20,0,0,0,21,15,3,2,0,0,21,0,2,0,0,0,3,0,0,0,9,0,2
2020-01-02 06:30:00,688,4,380,727,1008,596,1295,1039,459,637,126,599,1032,463,0,0,672,55,0,0,21,21,10,29,4,0,0,23,23,3,7,0,0,25,0,5,3,1,0,19,0,0,0,24,0,2
2020-01-02 06:35:00,710,7,374,724,1001,588,1319,1036,468,621,123,608,1059,459,0,0,661,55,0,0,22,20,6,17,12,0,0,28,17,3,11,0,0,12,0,3,1,0,0,9,0,0,0,25,0,1
2020-01-02 06:40:00,724,6,369,734,1000,571,1301,1017,461,611,121,603,1058,455,0,0,655,86,0,0,29,34,10,19,16,6,0,29,17,10,14,0,0,22,0,2,0,0,0,8,2,0,0,8,0,2
2020-01-02 06:45:00,717,5,358,715,974,547,1284,1004,456,610,116,598,1043,448,0,0,665,119,0,0,34,41,9,28,19,8,0,27,29,12,22,5,0,32,0,4,1,0,12,26,3,0,0,27,0,2
2020-01-02 06:50:00,723,5,354,713,968,549,1293,996,464,595,113,612,1082,443,0,0,660,121,0,0,36,41,9,20,18,2,8,26,26,12,21,9,0,21,0,2,1,0,6,17,2,0,0,32,0,0
2020-01-02 06:55:00,738,5,352,728,964,523,1279,970,452,589,113,603,1080,435,0,0,654,151,0,0,41,52,23,22,19,13,13,22,26,25,17,10,13,34,0,0,0,0,3,7,2,1,10,10,0,1
2020-01-02 07:00:00,727,4,341,698,949,511,1252,951,445,588,106,590,1054,426,0,0,682,179,0,0,44,52,23,31,18,22,19,22,30,25,22,13,26,45,0,6,1,0,19,31,2,2,18,19,4,3
2020-01-02 07:05:00,717,6,341,696,954,524,1260,956,451,584,106,610,1093,430,0,0,692,191,0,0,45,52,11,18,17,11,20,19,27,17,20,11,23,27,0,0,0,0,11,20,1,1,14,20,2,2
2020-01-02 07:10:00,729,6,341,704,958,509,1241,954,442,584,105,588,1074,425,0,0,698,211,0,0,48,59,16,23,24,18,27,18,27,26,20,8,36,26,1,1,0,0,11,9,1,0,17,9,4,2
2020-01-02 07:15:00,706,5,341,687,954,497,1241,949,436,589,104,582,1033,421,0,0,704,230,0,0,53,74,16,28,21,23,30,18,25,30,22,10,44,33,1,1,1,1,26,19,1,1,24,14,3,2
2020-01-02 07:20:00,689,6,345,697,962,509,1253,967,438,590,103,595,1046,422,0,0,717,238,0,0,51,76,6,17,17,12,35,14,21,24,14,10,29,23,1,2,1,0,17,10,0,3,22,13,3,2
2020-01-02 07:25:00,679,7,350,702,971,499,1251,971,436,598,102,593,1038,428,0,0,716,253,0,0,49,76,15,22,15,18,31,13,17,24,8,8,37,18,1,2,0,0,8,10,1,2,21,7,3,0
2020-01-02 07:30:00,666,8,352,687,974,493,1249,973,434,605,101,585,1016,428,0,0,725,262,0,0,45,72,21,24,10,23,37,14,11,23,6,10,42,18,2,0,2,0,27,12,2,2,24,10,5,0
2020-01-02 07:35:00,654,8,359,706,981,510,1272,997,435,614,101,594,1005,428,0,0,720,267,0,0,41,72,12,14,8,17,34,11,4,20,3,14,26,10,1,1,1,2,18,6,1,3,18,11,0,1
2020-01-02 07:40:00,659,9,361,713,989,506,1288,1005,440,612,102,592,994,432,0,0,708,262,0,0,29,61,15,21,10,14,35,17,4,21,3,15,23,8,0,2,0,1,11,6,1,1,18,9,2,1
2020-01-02 07:45:00,654,8,363,713,992,503,1291,1011,438,621,102,590,987,435,0,0,706,262,0,0,24,45,20,24,12,15,29,21,5,20,2,15,26,10,2,1,0,1,13,6,2,0,22,7,1,1
2020-01-02 07:50:00,661,6,366,718,1000,507,1325,1022,442,626,105,597,985,437,0,0,686,263,0,0,18,23,11,19,9,10,27,22,5,19,0,12,25,6,1,0,0,1,13,7,2,0,16,7,0,1
2020-01-02 07:55:00,653,5,373,722,1008,511,1345,1034,446,632,107,606,992,440,0,0,667,261,0,0,9,14,11,24,3,4,23,15,13,17,0,5,23,3,0,0,0,1,7,6,1,0,13,6,0,0
2020-01-02 08:00:00,677,5,377,722,1013,509,1373,1044,447,639,108,605,993,439,0,0,636,239,0,0,6,2,22,19,0,2,17,11,26,12,0,1,19,3,1,0,0,0,9,4,0,1,14,3,2,0
2020-01-02 08:05:00,670,5,378,724,1018,516,1364,1052,454,643,108,603,998,440,0,0,624,248,0,0,6,2,31,9,1,1,9,10,30,7,2,0,18,5,0,1,0,0,3,2,0,1,14,3,0,0
2020-01-02 08:10:00,654,6,368,718,1017,527,1312,1059,461,647,108,593,998,444,0,0,592,318,0,0,7,13,36,5,1,1,4,8,31,4,12,0,20,4,0,0,0,0,5,6,0,0,11,10,0,0
2020-01-02 08:15:00,661,6,329,718,1000,543,1209,1068,450,644,105,587,998,443,0,0,555,406,0,0,11,37,61,4,1,0,2,12,28,2,51,0,19,2,0,3,0,0,2,6,0,0,5,32,0,0
2020-01-02 08:20:00,679,6,291,717,975,549,1092,1048,448,625,100,585,989,443,0,0,510,468,0,0,14,57,137,5,10,0,1,27,19,1,88,0,13,31,0,4,1,0,1,9,0,0,3,53,0,1
2020-01-02 08:25:00,683,6,256,720,938,523,962,957,435,609,94,579,993,440,0,0,487,518,0,0,30,78,231,6,32,0,1,42,17,4,120,0,7,130,1,5,1,1,2,21,0,0,3,67,0,1
2020-01-02 08:30:00,704,5,236,682,893,489,873,838,423,582,90,588,1005,421,0,0,459,561,0,0,39,89,308,5,55,1,0,64,14,7,139,4,4,253,0,6,0,0,5,39,2,1,1,114,0,1
2020-01-02 08:35:00,694,4,219,671,811,436,806,758,417,551,87,613,1008,408,0,0,424,591,0,0,62,104,380,4,86,5,0,75,23,8,154,17,3,317,1,2,1,0,31,37,3,5,0,182,0,2
2020-01-02 08:40:00,628,6,199,666,715,384,747,704,410,532,88,574,906,410,0,0,391,597,12,0,110,114,450,3,138,8,1,94,55,11,151,67,3,361,26,0,0,0,89,39,1,21,1,275,0,13
2020-01-02 08:45:00,534,9,182,607,655,357,701,667,420,510,111,570,751,384,0,0,366,611,50,0,157,102,498,2,166,6,5,100,69,17,156,121,5,400,63,0,3,0,209,21,1,68,8,326,0,12
2020-01-02 08:50:00,453,26,166,539,619,314,690,638,412,489,104,529,626,340,0,0,327,622,78,0,171,109,538,6,203,4,10,121,111,35,159,171,9,430,136,0,18,3,262,13,1,123,11,361,10,13
2020-01-02 08:55:00,392,35,160,444,604,274,674,626,392,476,98,487,544,302,0,0,296,612,111,0,190,107,580,11,239,2,17,135,137,61,150,212,12,446,204,0,22,8,302,9,1,201,13,383,11,20
2020-01-02 09:00:00,330,51,154,388,597,251,666,622,369,473,86,499,511,272,0,0,270,607,123,0,206,102,618,8,250,1,18,134,158,63,122,247,11,455,276,0,23,5,335,8,2,240,18,394,20,17
2020-01-02 09:05:00,292,82,166,407,600,236,648,626,367,473,112,478,465,253,0,0,261,602,117,0,214,95,649,4,261,1,17,134,172,79,121,262,10,458,306,0,15,2,331,4,2,253,12,392,13,8
2020-01-02 09:10:00,264,93,173,401,605,242,629,626,362,479,88,494,435,242,0,0,261,601,103,0,206,80,658,4,262,0,10,121,189,74,120,276,10,462,365,0,26,4,346,5,1,286,6,371,14,6
2020-01-02 09:15:00,252,135,184,387,606,250,621,630,375,483,112,543,438,236,0,0,261,602,80,0,208,60,650,4,255,0,5,91,184,61,120,283,9,445,386,0,13,2,341,10,0,295,5,368,7,3
2020-01-02 09:20:00,246,140,200,368,608,246,617,633,369,486,96,574,459,232,0,0,261,603,50,0,210,41,655,4,230,0,6,79,205,42,84,279,10,446,436,0,22,8,345,5,0,316,7,369,11,2
2020-01-02 09:25:00,282,168,212,394,609,244,616,638,361,487,112,577,447,233,0,0,261,574,20,0,211,20,658,2,223,0,8,67,232,28,71,283,7,446,463,0,13,4,313,1,0,322,10,370,12,1
2020-01-02 09:30:00,268,186,223,394,614,243,617,643,381,487,126,613,477,226,0,0,261,569,0,0,211,4,659,0,210,0,9,38,230,11,33,288,5,446,485,0,16,7,311,1,0,337,12,352,6,1
2020-01-02 09:35:00,248,198,229,409,619,251,617,645,386,492,120,654,478,197,0,0,261,569,0,0,211,2,651,0,184,0,4,9,240,1,8,292,8,445,524,0,21,4,297,5,0,366,8,337,10,0
2020-01-02 09:40:00,242,218,239,376,626,259,617,648,398,495,116,644,508,178,0,0,261,568,0,0,200,1,639,0,176,0,2,1,258,0,0,293,9,399,550,0,14,1,307,2,0,399,8,337,11,0
2020-01-02 09:45:00,252,262,250,406,627,270,617,653,407,496,147,642,469,169,0,0,261,550,0,0,200,0,620,0,166,0,2,0,260,3,0,305,7,396,538,0,5,1,290,2,0,385,13,323,6,0
2020-01-02 09:50:00,235,264,271,398,634,256,617,657,433,496,143,662,461,159,0,0,261,550,0,0,184,0,620,0,144,0,2,0,261,4,0,297,8,390,541,0,20,4,272,1,0,417,11,323,4,0
2020-01-02 09:55:00,227,311,276,437,640,249,617,660,434,497,152,677,470,152,0,0,261,550,0,0,184,0,620,0,117,0,1,0,270,5,0,299,5,365,536,0,12,1,251,0,0,415,14,287,8,0
2020-01-02 10:00:00,223,330,301,424,645,270,617,665,456,498,148,697,462,146,0,0,261,550,0,0,169,0,596,0,80,0,3,0,275,6,0,284,2,352,534,0,15,5,246,4,0,445,17,270,4,0
2020-01-02 10:05:00,232,366,305,434,654,275,617,665,488,498,180,712,461,142,0,0,261,541,0,0,146,0,577,0,67,0,5,0,273,4,0,286,2,341,503,0,9,3,233,1,0,461,13,240,5,0
2020-01-02 10:10:00,244,374,310,459,662,274,617,667,499,498,183,719,494,142,0,0,261,525,0,0,132,1,570,0,59,0,6,0,275,8,0,289,2,295,490,0,16,4,209,2,0,495,12,203,4,0
2020-01-02 10:15:00,254,404,331,461,667,271,633,667,549,501,186,724,496,142,0,0,245,512,0,0,92,1,570,0,49,0,4,0,267,9,0,278,4,271,480,0,14,1,209,2,0,527,16,159,4,0
2020-01-02 10:20:00,254,453,335,480,674,287,665,669,583,503,199,752,503,148,0,0,205,503,0,0,63,1,560,0,18,0,4,0,265,6,0,285,6,242,459,0,12,0,192,3,0,541,12,115,3,0
2020-01-02 10:25:00,248,463,338,495,683,279,696,671,625,504,206,747,524,154,0,0,155,497,0,0,22,1,579,0,13,0,7,0,274,6,0,288,8,196,446,0,11,3,187,5,0,590,9,66,4,0
2020-01-02 10:30:00,252,488,354,511,686,318,722,675,657,505,221,737,534,154,0,0,105,497,0,0,1,0,561,0,12,0,7,0,275,4,0,279,8,153,429,0,12,2,177,8,0,628,8,17,3,0
2020-01-02 10:35:00,254,522,378,496,692,303,748,679,666,507,259,739,547,157,0,0,55,497,0,0,0,0,577,0,26,0,6,0,270,2,0,265,7,105,392,0,8,1,164,3,0,664,6,0,5,0
2020-01-02 10:40:00,259,529,384,471,694,320,774,683,694,511,256,733,550,162,0,0,5,488,0,0,0,0,570,0,37,0,3,0,247,1,0,272,5,56,387,0,19,1,163,2,0,708,12,0,4,0
2020-01-02 10:45:00,261,558,408,456,698,325,760,686,709,512,278,750,560,164,0,0,0,488,0,0,0,0,578,0,20,0,2,0,236,0,0,257,2,6,363,0,14,1,162,2,0,724,17,0,3,0
2020-01-02 10:50:00,268,585,423,446,706,323,756,688,730,513,307,749,528,166,0,0,0,484,0,0,0,0,574,0,16,0,2,0,226,0,0,251,0,0,336,0,11,0,158,0,0,735,16,0,3,0
2020-01-02 10:55:00,269,595,451,447,715,365,755,688,738,514,335,741,504,170,0,0,0,473,0,0,0,0,525,0,18,0,2,0,223,0,0,229,2,0,304,0,17,1,148,0,0,753,10,0,8,0
2020-01-02 11:00:00,266,642,481,454,722,354,755,688,757,514,367,741,498,168,0,0,0,464,0,0,0,0,517,0,27,0,2,0,213,0,0,207,2,0,275,0,13,1,125,0,0,736,10,0,1,0
2020-01-02 11:05:00,252,656,514,463,725,368,755,690,783,515,403,741,499,166,0,0,0,464,0,0,0,0,494,0,28,0,2,0,194,0,0,175,1,0,241,0,12,1,93,0,0,754,11,0,0,0
2020-01-02 11:10:00,250,667,524,472,732,380,755,690,801,516,430,751,499,159,0,0,0,459,0,0,0,0,465,0,26,0,2,0,179,0,0,165,1,0,212,0,15,1,59,0,0,777,8,0,5,0
2020-01-02 11:15:00,247,695,558,486,736,393,755,691,817,516,450,748,500,155,0,0,0,456,0,0,0,0,432,0,37,0,2,0,171,0,0,136,0,0,189,0,13,1,15,0,0,788,9,0,4,0
2020-01-02 11:20:00,243,706,587,470,740,404,755,691,838,517,473,755,503,150,0,0,0,456,0,0,0,0,406,0,35,0,1,0,160,0,0,111,0,0,158,0,15,2,0,0,0,814,10,0,0,0
2020-01-02 11:25:00,243,739,600,453,745,413,755,691,855,518,490,766,503,147,0,0,0,456,0,0,0,0,377,0,35,0,0,0,150,0,0,98,0,0,136,0,10,0,0,0,0,812,6,0,2,0
2020-01-02 11:30:00,245,744,618,442,750,419,755,691,873,518,501,770,503,147,0,0,0,454,0,0,0,0,358,0,35,0,0,0,141,0,0,82,0,0,123,0,2,5,0,0,0,820,4,0,0,0
2020-01-02 11:35:00,244,760,635,441,751,433,755,691,896,518,537,778,503,148,0,0,0,454,0,0,0,0,331,1,30,0,0,0,126,0,0,65,0,0,91,0,1,2,0,0,0,805,3,0,1,0
2020-01-02 11:40:00,245,756,653,441,754,449,755,691,917,518,586,791,503,148,0,0,0,453,0,0,0,0,301,1,26,0,0,0,110,0,0,48,0,0,44,0,0,5,0,0,0,805,0,0,0,0
2020-01-02 11:45:00,245,755,685,441,754,483,756,691,935,518,635,795,503,148,0,0,0,453,0,0,0,0,255,0,26,0,1,0,99,0,0,16,0,0,0,0,0,2,0,0,0,804,0,0,0,0
2020-01-02 11:50:00,245,770,701,441,754,520,755,691,961,518,637,804,503,148,0,0,0,454,0,0,0,0,206,1,23,0,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0,0,0
2020-01-02 11:55:00,257,775,701,441,754,559,755,691,985,518,637,813,503,148,0,0,0,442,0,0,0,0,156,5,18,0,1,0,57,0,0,0,0,0,0,0,0,3,0,0,0,781,0,0,0,0
2020-01-02 12:00:00,258,791,701,441,754,569,756,691,1016,519,640,822,509,148,0,0,0,435,0,0,0,0,132,13,12,0,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,762,0,0,0,0
2020-01-02 12:05:00,288,793,701,441,754,561,759,691,1034,519,643,825,512,149,0,0,0,399,0,0,0,0,124,21,9,0,0,0,14,0,0,2,0,0,0,0,0,0,1,0,0,760,0,0,0,0
2020-01-02 12:10:00,292,804,701,442,754,546,766,691,1042,519,643,828,528,149,0,0,0,375,0,0,0,0,123,28,4,0,0,0,8,0,0,5,0,0,1,0,0,0,2,0,0,749,0,0,0,0
2020-01-02 12:15:00,304,820,701,443,754,584,772,691,1048,519,644,832,527,160,0,0,0,345,0,0,0,0,79,22,0,0,0,0,2,0,0,14,0,0,1,0,0,0,4,0,0,733,1,0,0,0
2020-01-02 12:20:00,313,820,701,446,754,633,779,691,1050,519,644,832,538,161,0,0,0,315,0,0,0,0,29,7,0,0,0,0,0,0,0,22,0,0,6,0,1,2,4,0,0,731,2,0,0,0
2020-01-02 12:25:00,322,847,703,447,755,662,773,691,1050,519,651,832,541,167,0,0,0,284,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,7,0,1,1,8,0,0,704,4,0,0,0
2020-01-02 12:30:00,331,851,706,452,756,662,765,691,1050,519,656,832,539,179,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,10,0,3,1,6,0,0,700,6,0,0,0
2020-01-02 12:35:00,336,853,715,452,759,662,760,691,1050,519,661,832,537,190,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,16,0,6,2,4,0,0,699,9,0,0,0
2020-01-02 12:40:00,339,858,723,450,762,662,757,691,1050,519,671,832,542,193,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,21,0,8,1,7,0,0,699,12,0,0,0
2020-01-02 12:45:00,340,895,733,452,768,662,756,692,1050,519,681,832,543,196,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,23,0,12,0,11,0,0,670,11,0,0,0
2020-01-02 12:50:00,331,908,746,457,774,662,755,692,1050,519,689,832,541,201,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,24,0,15,1,11,0,0,668,11,0,0,0
2020-01-02 12:55:00,309,941,756,462,779,662,755,692,1050,519,697,832,546,193,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,27,0,17,0,14,0,0,650,12,0,0,0
2020-01-02 13:00:00,283,963,765,469,785,662,755,694,1050,519,709,832,545,181,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,24,0,14,3,12,0,0,642,13,0,0,0
2020-01-02 13:05:00,269,993,773,472,791,662,755,695,1050,519,720,832,538,172,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,17,0,16,2,10,0,0,624,16,0,0,0
2020-01-02 13:10:00,262,1041,783,478,798,662,755,697,1050,519,732,832,537,162,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,12,0,7,3,4,0,0,589,13,0,0,0
2020-01-02 13:15:00,304,1056,788,477,807,662,755,698,1050,519,741,832,536,155,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,7,0,6,4,1,0,0,577,9,0,0,0
2020-01-02 13:20:00,288,1093,792,475,811,662,755,699,1050,519,749,832,536,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,4,0,0,0,542,8,0,0,0
2020-01-02 13:25:00,287,1132,774,435,772,613,695,624,1032,484,747,803,510,154,0,0,7,37,0,0,7,8,23,38,11,7,4,35,18,8,13,6,9,75,13,7,3,1,7,34,0,505,9,44,2,7
2020-01-02 13:30:00,267,1149,768,433,766,603,677,601,1035,475,760,792,535,149,0,0,20,50,0,0,10,10,28,45,14,11,5,44,24,10,15,5,14,98,14,1,0,2,6,8,0,490,6,53,0,7
2020-01-02 13:35:00,261,1176,768,479,771,631,713,608,1056,474,770,810,526,140,0,0,28,51,0,0,13,10,6,7,5,4,5,45,7,6,15,7,10,100,11,0,6,3,3,2,1,459,2,10,0,1
2020-01-02 13:40:00,265,1204,752,432,725,583,654,553,1030,448,765,818,518,119,0,0,46,94,0,0,21,30,24,41,18,8,9,40,17,17,28,8,18,135,7,9,10,1,4,46,1,438,7,53,0,4
2020-01-02 13:45:00,268,1249,747,420,710,555,634,538,1020,437,763,799,574,117,0,0,59,109,0,0,21,33,30,60,26,19,10,43,37,23,20,6,25,128,6,0,10,0,5,17,0,405,9,64,1,3
2020-01-02 13:50:00,311,1293,747,436,711,581,679,547,1032,435,761,810,529,109,0,0,61,82,0,0,25,35,10,24,11,21,11,44,29,16,18,11,20,132,2,0,8,2,13,24,1,368,6,44,0,1
2020-01-02 13:55:00,293,1323,738,425,684,543,615,505,1030,420,752,794,538,103,0,0,75,122,0,0,35,46,36,60,20,26,11,62,25,20,27,8,16,163,3,4,9,2,16,41,3,344,6,52,2,3
