,Bishan,CBD,Tiong Bahru,Paya Lebar,Tampines,CCK,Woodlands,Punggol,Buona,Tuas,Town,Jurong,Serangoon,Toa Payoh,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona
2020-01-02 14:00:00,309,1378,737,423,673,520,600,489,1022,412,752,798,556,105,0,0,96,129,0,0,39,43,48,63,33,30,15,41,31,22,17,9,18,164,3,1,4,2,13,42,3,297,11,48,2,2
2020-01-02 14:05:00,304,1429,737,418,671,551,588,485,1028,407,752,804,538,106,0,0,117,144,0,0,42,42,24,67,21,25,20,41,30,16,15,10,20,176,3,1,4,2,12,37,2,249,14,46,2,0
2020-01-02 14:10:00,279,1479,743,437,675,559,611,488,1027,412,757,791,529,109,0,0,131,154,0,0,42,48,12,55,16,23,24,42,29,16,16,9,24,181,3,0,0,2,10,26,3,200,12,22,4,0
2020-01-02 14:15:00,267,1528,746,435,680,554,614,495,1039,416,762,805,528,111,0,0,151,167,0,0,41,46,15,42,19,17,25,21,25,15,7,13,27,180,1,0,0,0,9,24,3,150,11,9,1,1
2020-01-02 14:20:00,261,1577,750,429,684,564,621,508,1047,421,763,810,563,110,0,0,166,181,0,0,37,55,7,26,15,14,28,6,22,12,4,11,20,143,1,0,0,0,9,18,1,101,12,3,0,0
2020-01-02 14:25:00,279,1623,752,426,690,567,624,520,1051,433,764,804,545,114,0,0,175,193,0,0,33,44,1,20,8,23,20,3,18,12,1,13,16,136,0,0,0,0,13,9,0,55,12,1,2,0
2020-01-02 14:30:00,286,1666,758,428,696,573,646,527,1049,440,764,797,548,119,0,0,171,200,0,0,34,39,1,9,3,18,20,1,16,16,0,11,12,111,1,0,0,0,6,7,0,12,11,0,4,0
2020-01-02 14:35:00,274,1666,766,423,702,584,638,536,1048,449,765,794,537,120,0,0,186,208,0,0,36,43,6,7,0,6,18,0,13,17,0,12,11,96,1,0,0,0,8,5,0,12,11,0,2,0
2020-01-02 14:40:00,284,1678,769,422,707,585,642,539,1056,453,766,792,558,124,0,0,195,194,0,0,29,41,9,7,0,2,20,0,10,13,0,13,15,53,1,0,0,0,7,2,0,0,13,0,1,0
2020-01-02 14:45:00,314,1672,774,423,713,588,645,547,1056,460,767,794,570,130,0,0,205,170,0,0,28,33,6,8,0,0,18,0,6,11,0,12,10,8,3,0,0,6,10,0,0,0,13,0,0,0
2020-01-02 14:50:00,322,1669,776,428,720,589,654,554,1058,467,776,795,557,135,0,0,210,161,0,0,26,21,4,7,0,0,15,0,1,13,0,10,5,0,2,0,0,3,10,0,0,0,11,0,1,0
2020-01-02 14:55:00,299,1667,782,431,726,591,656,557,1058,473,781,796,538,138,0,0,225,161,0,0,25,18,4,3,0,0,14,0,0,14,0,9,8,0,2,0,0,2,10,0,0,0,12,0,0,0
2020-01-02 15:00:00,293,1666,784,433,731,593,680,559,1054,478,784,799,526,139,0,0,212,147,0,0,31,13,3,0,0,0,13,0,0,15,0,8,13,0,1,0,1,1,8,0,0,0,15,0,0,0
2020-01-02 15:05:00,288,1667,787,434,738,595,675,565,1052,482,786,802,524,142,0,0,217,131,0,0,33,9,6,0,0,0,13,0,0,13,0,5,11,0,1,0,0,0,8,0,0,0,15,0,1,0
2020-01-02 15:10:00,279,1667,788,435,746,596,679,572,1053,487,787,805,525,142,0,0,219,119,0,0,29,7,5,0,0,0,13,0,0,9,0,5,10,0,2,0,0,0,7,0,0,0,14,0,0,0
2020-01-02 15:15:00,289,1667,792,435,753,601,696,576,1059,491,788,806,531,143,0,0,203,93,0,0,21,3,0,0,0,0,13,0,0,7,0,1,8,0,1,0,1,0,8,0,0,0,14,0,0,0
2020-01-02 15:20:00,291,1668,793,439,760,601,690,582,1064,495,788,807,541,143,0,0,204,72,0,0,10,2,6,0,0,0,12,0,0,9,0,0,7,0,1,0,1,0,3,0,0,0,11,0,0,0
2020-01-02 15:25:00,285,1669,793,436,767,601,692,584,1063,500,789,806,547,146,0,0,200,57,0,0,4,1,8,0,0,0,11,0,0,14,0,2,7,0,0,0,0,0,8,0,0,0,10,0,0,0
2020-01-02 15:30:00,311,1669,793,441,771,607,713,589,1060,504,789,810,546,146,0,0,178,18,0,0,2,0,3,0,0,0,9,0,0,13,0,3,7,0,2,0,0,0,7,0,0,0,9,0,0,0
2020-01-02 15:35:00,301,1669,793,445,777,609,710,591,1057,507,791,816,560,150,0,0,174,0,0,0,1,0,8,0,0,0,8,0,0,9,0,4,8,0,1,0,0,0,5,0,0,0,6,0,0,0
2020-01-02 15:40:00,280,1669,793,446,780,610,729,596,1056,511,791,816,566,151,0,0,151,0,0,0,1,0,11,0,0,0,9,0,0,5,0,4,10,0,1,0,1,0,6,0,0,0,7,0,0,0
2020-01-02 15:45:00,271,1670,795,448,783,617,741,599,1057,513,792,818,559,151,0,0,132,0,0,0,0,0,11,0,0,0,9,0,0,1,0,3,11,0,1,0,0,0,10,0,0,0,8,0,0,0
2020-01-02 15:50:00,266,1670,796,456,787,621,743,606,1057,515,792,816,552,151,0,0,125,0,0,0,0,0,12,0,0,0,10,0,0,0,0,2,13,0,0,0,1,0,3,0,0,0,6,0,0,0
2020-01-02 15:55:00,264,1671,797,455,791,628,750,610,1056,520,792,814,548,151,0,0,115,0,0,0,0,1,8,0,0,0,7,0,0,0,0,1,13,0,0,0,0,0,2,0,0,0,6,0,0,0
2020-01-02 16:00:00,264,1652,789,454,790,633,770,619,1051,522,788,811,544,151,0,0,91,0,0,0,0,4,7,0,0,1,7,0,0,2,4,1,6,0,0,3,1,9,2,1,10,0,6,3,0,4
2020-01-02 16:05:00,267,1612,782,453,790,636,787,623,1038,521,775,799,538,154,0,0,67,0,0,0,2,10,11,0,0,5,4,4,8,12,10,0,4,0,0,16,6,17,0,1,34,0,4,7,1,2
2020-01-02 16:10:00,267,1568,770,464,789,641,804,624,1013,520,770,791,537,169,0,0,38,0,0,0,3,24,20,0,0,8,2,7,14,22,18,0,3,1,0,19,3,21,0,1,53,0,3,7,1,5
2020-01-02 16:15:00,277,1551,766,483,790,651,829,625,1017,521,778,796,536,179,0,0,3,0,0,0,5,23,23,1,0,6,1,8,8,21,23,0,1,2,0,12,1,7,0,8,42,0,2,4,0,0
2020-01-02 16:20:00,289,1548,766,484,791,667,818,626,1015,521,769,807,551,177,0,0,3,0,0,0,6,22,23,2,0,6,1,4,3,13,19,0,0,1,0,16,0,1,0,10,32,0,6,1,2,0
2020-01-02 16:25:00,299,1545,768,489,792,678,816,626,1013,521,758,810,565,181,0,0,7,0,0,0,7,18,16,2,0,11,2,1,2,6,13,1,3,0,0,12,0,1,0,7,18,0,10,0,2,0
2020-01-02 16:30:00,313,1544,770,491,797,694,817,626,1011,522,753,805,576,181,0,0,9,0,0,0,10,6,3,2,0,14,2,0,3,4,5,2,8,0,0,6,0,0,4,11,3,0,8,0,0,0
2020-01-02 16:35:00,304,1543,770,485,802,703,819,629,1010,522,749,799,587,177,0,0,14,0,0,0,15,8,0,2,0,13,2,0,4,3,0,3,11,0,0,4,0,0,4,6,2,0,9,0,1,0
2020-01-02 16:40:00,305,1543,771,482,805,708,822,634,1011,523,748,797,585,172,0,0,16,0,0,0,22,7,0,3,0,8,3,0,2,2,0,6,8,0,1,1,0,0,0,4,1,0,10,0,0,0
2020-01-02 16:45:00,296,1543,772,479,811,709,827,640,1014,524,748,795,588,168,0,0,15,0,0,0,25,7,0,7,0,4,3,0,0,1,0,7,5,0,0,1,0,0,3,1,0,0,7,0,0,0
2020-01-02 16:50:00,291,1543,773,480,815,710,830,642,1016,524,748,796,583,167,0,0,15,0,0,0,27,6,1,6,0,2,3,0,0,1,0,9,5,0,1,0,0,0,1,2,0,0,3,0,0,0
2020-01-02 16:55:00,289,1540,773,480,818,711,840,645,1020,526,748,795,583,166,0,0,9,0,0,0,23,6,2,2,0,0,2,0,0,2,1,8,5,0,0,1,0,1,1,0,2,0,1,0,0,0
2020-01-02 17:00:00,288,1484,763,476,814,712,845,647,1005,526,733,782,579,167,0,0,8,0,0,0,15,14,1,1,0,5,1,1,9,15,9,6,5,0,0,14,2,30,0,3,28,0,3,4,0,5
2020-01-02 17:05:00,291,1356,721,469,793,713,848,647,944,521,693,750,570,181,0,0,6,0,0,0,9,41,1,0,0,13,6,6,29,54,38,6,4,3,0,54,16,49,6,6,107,0,5,26,3,15
2020-01-02 17:10:00,305,1239,671,465,777,718,848,643,903,516,636,726,558,206,0,0,7,0,0,0,5,63,3,0,0,22,8,12,41,84,76,4,4,9,0,78,21,81,4,13,188,1,3,40,4,18
2020-01-02 17:15:00,321,1167,659,511,773,726,847,645,895,510,589,696,568,192,0,0,11,0,0,0,7,76,3,1,0,28,10,17,36,115,87,4,2,6,0,113,8,104,2,5,232,1,1,25,3,4
2020-01-02 17:20:00,336,1135,655,504,772,738,850,647,883,514,601,722,572,199,0,0,11,0,0,0,12,83,1,4,1,18,5,13,21,106,92,4,1,0,0,108,5,81,1,20,266,0,8,8,0,3
2020-01-02 17:25:00,340,1123,656,491,773,746,850,647,871,517,628,711,597,219,0,0,15,0,0,0,16,98,2,9,2,17,4,7,18,109,85,4,2,0,0,94,0,36,1,18,282,1,9,1,1,0
2020-01-02 17:30:00,354,1114,658,482,780,740,856,648,867,519,623,709,602,237,0,0,17,0,0,0,22,109,2,15,2,22,3,1,10,110,85,5,2,0,0,90,0,9,3,10,290,1,3,0,0,0
2020-01-02 17:35:00,397,1111,658,479,782,750,864,649,865,519,604,722,633,234,0,0,20,0,0,0,23,88,2,14,1,15,5,0,7,91,56,6,7,0,0,93,0,0,1,5,294,0,2,0,3,0
2020-01-02 17:40:00,401,1108,662,489,783,752,876,650,865,521,586,729,629,227,0,0,27,0,0,0,24,91,2,12,0,14,9,0,5,72,53,6,13,0,0,98,0,1,4,5,281,0,2,0,3,0
2020-01-02 17:45:00,393,1107,667,496,784,754,886,656,863,522,578,743,659,240,0,0,34,0,0,0,27,91,0,13,0,20,10,0,5,45,18,4,14,0,1,82,0,0,8,2,275,0,3,0,0,0
2020-01-02 17:50:00,415,1106,669,498,785,756,898,663,866,524,574,759,652,259,0,0,37,0,0,0,28,76,0,12,0,26,13,0,3,14,4,5,16,0,2,50,0,0,6,4,276,0,4,0,0,0
2020-01-02 17:55:00,414,1099,665,520,786,764,911,669,866,530,569,743,652,275,0,0,40,0,0,0,34,73,0,10,0,28,15,0,0,15,3,8,15,1,0,18,1,3,4,3,258,0,5,1,0,2
2020-01-02 18:00:00,445,1014,645,535,780,772,926,674,839,530,534,724,643,258,0,0,43,0,0,0,35,71,1,10,0,32,18,2,4,22,20,8,10,5,0,38,6,30,5,6,286,0,14,9,2,4
2020-01-02 18:05:00,436,774,548,499,751,778,939,674,724,526,461,680,636,283,0,0,46,0,0,0,43,90,4,14,0,44,24,11,18,101,86,8,11,10,1,84,19,77,10,30,455,0,23,40,9,33
2020-01-02 18:10:00,438,521,454,496,729,791,948,671,669,528,345,621,654,265,0,0,50,0,0,0,45,97,8,14,0,56,26,17,33,179,162,6,11,13,1,177,24,160,12,25,633,1,18,65,7,30
2020-01-02 18:15:00,437,381,395,548,719,801,966,674,624,529,299,602,669,265,0,0,49,0,0,0,43,92,5,16,1,56,31,19,27,239,213,6,10,11,2,218,14,190,5,27,706,2,11,60,6,32
2020-01-02 18:20:00,431,290,372,549,716,804,981,677,623,539,255,582,685,258,0,0,49,0,0,0,39,90,1,14,1,72,27,11,12,289,230,8,17,5,1,255,9,215,10,36,749,2,15,64,4,13
2020-01-02 18:25:00,426,241,366,527,716,814,1001,683,614,549,277,572,690,281,0,0,49,0,0,0,24,88,1,7,1,68,19,5,9,324,237,15,23,1,0,246,5,185,5,40,798,1,25,59,7,1
2020-01-02 18:30:00,429,218,373,559,725,832,1016,694,592,559,259,570,702,303,0,0,44,0,0,0,17,84,1,7,2,51,9,1,6,352,236,20,20,0,0,245,2,176,2,27,808,0,27,25,6,1
2020-01-02 18:35:00,444,204,383,546,740,856,1023,706,587,566,273,567,709,305,0,0,43,0,0,0,8,80,5,14,2,20,2,0,2,367,236,21,15,0,1,241,0,149,3,32,821,0,18,6,5,0
2020-01-02 18:40:00,457,196,391,529,752,851,1034,714,583,568,288,591,729,305,0,0,41,0,0,0,0,64,7,27,1,12,1,0,1,350,236,22,21,0,0,244,0,114,2,28,829,0,8,1,3,0
2020-01-02 18:45:00,482,193,401,517,758,849,1053,721,577,568,300,584,745,337,0,0,39,0,0,0,0,35,4,28,0,8,9,0,0,354,236,19,22,0,1,226,0,75,3,18,832,1,3,0,2,0
2020-01-02 18:50:00,507,191,409,555,760,850,1080,735,573,568,316,579,768,344,0,0,39,0,0,0,0,15,1,20,0,4,11,0,0,357,225,17,18,0,1,226,0,29,1,6,789,1,4,0,1,0
2020-01-02 18:55:00,518,188,415,533,761,844,1101,743,573,569,304,576,773,343,0,0,34,0,0,0,0,3,2,17,0,5,11,0,0,357,224,13,22,0,1,244,0,3,6,16,787,0,14,0,0,0
2020-01-02 19:00:00,509,164,409,523,761,846,1115,751,567,577,269,589,787,357,0,0,41,0,0,0,0,0,5,9,0,8,5,0,0,341,224,13,21,2,0,253,0,11,7,11,800,0,16,3,1,5
2020-01-02 19:05:00,504,114,375,518,762,849,1129,761,543,576,234,582,784,365,0,0,46,0,0,0,0,0,6,2,0,31,6,3,8,336,256,16,23,4,1,267,0,34,7,7,816,0,10,13,5,7
2020-01-02 19:10:00,502,68,347,517,756,857,1136,768,506,574,223,542,780,347,0,0,48,0,0,0,0,0,7,2,0,54,12,6,12,377,280,17,29,4,0,308,0,37,6,7,819,0,15,21,3,13
2020-01-02 19:15:00,493,44,329,558,754,884,1142,781,500,574,193,527,782,351,0,0,52,0,0,0,0,0,6,2,0,45,12,8,9,394,297,20,25,3,0,336,0,40,5,2,792,0,15,18,2,5
2020-01-02 19:20:00,493,29,326,550,761,896,1156,796,486,576,198,519,795,364,0,0,47,0,0,0,0,0,4,7,1,44,10,6,7,407,281,17,22,1,0,338,0,20,3,13,793,0,16,10,4,4
2020-01-02 19:25:00,505,21,332,543,764,904,1163,806,478,583,182,559,808,363,0,0,44,0,0,0,0,0,5,12,3,35,4,3,2,375,275,14,16,0,0,353,0,10,2,12,793,0,18,5,6,2
2020-01-02 19:30:00,511,18,343,540,774,916,1175,818,476,585,170,557,803,352,0,0,45,0,0,0,0,0,6,16,3,32,8,1,0,361,275,12,12,0,0,371,0,3,5,8,787,0,13,3,1,0
2020-01-02 19:35:00,514,17,348,544,780,919,1187,822,472,586,158,548,794,360,0,0,47,0,0,0,0,0,5,24,1,37,10,0,0,355,275,10,15,0,1,369,0,1,3,6,779,0,11,2,0,0
2020-01-02 19:40:00,516,17,349,539,786,924,1206,830,469,587,152,552,806,389,0,0,44,0,0,0,0,0,4,27,0,36,10,0,1,338,259,11,12,0,0,340,0,0,1,5,777,0,11,1,1,0
2020-01-02 19:45:00,533,17,354,540,791,939,1232,837,469,593,148,546,815,382,0,0,37,0,0,0,0,0,3,21,0,21,12,0,1,330,239,8,9,0,0,336,0,0,3,1,771,0,12,0,0,0
2020-01-02 19:50:00,549,17,357,541,797,945,1253,842,470,596,146,564,810,405,0,0,33,0,0,0,0,0,2,18,0,13,12,0,0,303,225,5,11,0,0,306,0,0,1,1,767,0,11,0,0,0
2020-01-02 19:55:00,560,16,359,538,803,944,1270,846,470,597,143,577,802,411,0,0,36,0,0,0,0,0,1,19,0,21,15,0,0,271,222,3,10,0,0,286,0,1,3,1,767,0,8,0,0,0
2020-01-02 20:00:00,570,15,355,538,808,945,1288,853,467,605,143,588,826,424,0,0,39,0,0,0,0,0,0,15,0,30,12,0,1,242,196,1,4,0,1,257,0,1,2,1,767,0,5,0,0,1
2020-01-02 20:05:00,586,12,346,536,810,956,1307,855,464,607,139,593,834,434,0,0,39,0,0,0,0,0,1,10,0,35,15,1,1,215,176,0,4,1,0,235,0,3,9,2,767,0,4,1,0,2
2020-01-02 20:10:00,607,11,335,544,811,963,1315,855,460,611,135,603,845,447,0,0,47,0,0,0,0,0,4,12,0,35,22,1,1,185,146,1,10,2,0,207,0,1,7,1,765,0,4,2,0,5
2020-01-02 20:15:00,626,9,329,546,813,980,1329,858,459,616,133,580,838,461,0,0,47,0,0,0,0,0,5,12,0,31,25,1,2,188,135,2,14,1,0,172,0,2,10,0,765,0,8,1,1,1
2020-01-02 20:20:00,645,8,326,551,814,989,1345,865,457,621,130,584,836,483,0,0,47,0,0,0,0,0,5,12,1,22,25,1,1,177,123,2,15,0,1,129,0,1,6,1,765,0,11,1,0,0
2020-01-02 20:25:00,661,8,323,551,820,996,1356,872,455,632,130,587,834,497,0,0,51,0,0,0,0,0,7,17,2,13,20,1,0,165,115,3,13,0,1,85,0,0,6,1,765,0,10,1,0,2
2020-01-02 20:30:00,673,7,323,552,825,997,1372,880,454,640,130,599,831,501,0,0,56,0,0,0,0,0,7,17,2,9,18,1,0,147,116,4,9,0,1,49,0,1,2,1,765,0,10,0,1,0
2020-01-02 20:35:00,674,7,325,551,830,1005,1380,885,453,646,132,636,828,512,0,0,71,0,0,0,0,0,8,10,1,10,16,0,0,102,116,6,10,0,0,11,0,0,2,0,764,0,9,0,0,0
2020-01-02 20:40:00,685,7,324,550,835,1010,1388,889,452,652,131,656,858,491,0,0,83,0,0,0,0,0,6,3,0,27,14,0,1,59,87,8,10,0,0,1,0,0,2,0,764,0,7,0,0,0
2020-01-02 20:45:00,690,7,325,552,839,1022,1402,895,452,658,131,653,880,473,0,0,82,0,0,0,0,0,1,1,0,42,17,0,2,30,55,7,10,0,0,0,0,0,7,1,763,0,3,0,0,0
2020-01-02 20:50:00,686,7,327,558,842,1041,1405,899,453,662,131,645,883,468,0,0,91,0,0,0,1,0,0,2,0,43,21,0,1,9,31,7,16,0,0,0,0,0,7,0,763,0,1,0,0,0
2020-01-02 20:55:00,685,7,330,565,842,1057,1413,905,454,666,131,630,870,466,0,0,92,0,0,0,1,0,0,8,0,41,20,0,0,1,22,4,19,0,1,0,0,0,6,0,759,0,5,0,0,0
2020-01-02 21:00:00,681,7,332,589,843,1055,1426,915,454,675,132,616,872,465,0,0,89,0,0,0,1,0,2,16,0,43,16,0,0,0,3,3,13,0,0,0,0,0,7,2,736,0,7,0,0,0
2020-01-02 21:05:00,681,7,332,604,847,1066,1427,924,454,683,132,610,858,465,0,0,97,0,0,0,1,0,7,19,0,26,11,0,0,0,1,4,7,0,0,0,0,0,6,10,714,0,7,0,0,0
2020-01-02 21:10:00,676,7,334,627,850,1080,1451,928,455,686,132,609,861,468,0,0,83,0,0,0,1,0,7,19,0,5,8,0,0,0,0,2,7,0,0,0,0,0,3,8,677,1,15,0,0,0
2020-01-02 21:15:00,674,7,334,652,854,1079,1477,931,454,691,132,609,861,469,0,0,67,0,0,0,1,0,3,20,0,1,3,0,0,1,0,3,7,0,0,0,0,0,3,14,635,1,17,0,0,0
2020-01-02 21:20:00,672,8,335,672,865,1079,1497,935,454,694,132,609,869,470,0,0,54,0,0,0,1,0,5,13,0,0,0,0,0,1,0,3,8,0,0,0,0,0,0,24,588,0,12,0,0,0
2020-01-02 21:25:00,672,8,336,683,871,1080,1516,938,454,694,132,610,887,470,0,0,42,0,0,0,1,0,7,3,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,21,539,0,23,0,0,0
2020-01-02 21:30:00,672,8,336,686,877,1084,1536,943,455,694,132,609,900,470,0,0,23,0,0,0,0,0,5,0,0,0,1,0,0,0,0,7,9,0,0,0,0,0,0,29,491,0,33,0,0,0
2020-01-02 21:35:00,672,8,337,696,894,1087,1549,946,454,694,132,609,919,470,0,0,5,0,0,0,0,0,7,0,0,0,1,0,0,1,0,12,10,0,0,0,0,0,0,19,454,0,24,0,0,0
2020-01-02 21:40:00,672,8,338,698,910,1089,1549,952,454,694,132,609,922,470,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,1,0,15,16,0,0,0,0,0,0,29,420,0,11,0,0,0
2020-01-02 21:45:00,672,8,341,707,918,1094,1549,956,454,695,132,610,936,470,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,23,0,0,0,0,0,0,23,379,0,12,0,0,0
2020-01-02 21:50:00,672,8,343,717,921,1098,1549,968,454,695,132,609,945,470,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,21,0,0,0,0,0,0,16,334,0,30,0,0,0
2020-01-02 21:55:00,672,8,349,730,930,1099,1549,979,454,695,132,609,951,470,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,27,285,0,30,0,0,0
2020-01-02 22:00:00,672,8,353,739,951,1099,1549,989,454,695,132,609,968,470,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,11,0,0,0,0,0,0,26,237,0,22,0,0,0
2020-01-02 22:05:00,672,8,357,745,960,1099,1549,994,454,696,132,609,978,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,32,187,0,28,0,0,0
2020-01-02 22:10:00,672,8,359,756,973,1099,1549,1000,454,696,132,609,993,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,0,0,0,0,0,29,137,0,30,0,0,0
2020-01-02 22:15:00,672,8,364,770,988,1099,1549,1010,454,696,132,609,1003,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,26,87,0,31,0,0,0
2020-01-02 22:20:00,672,8,368,784,1003,1099,1549,1021,454,696,132,609,1015,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,0,19,37,0,33,0,0,0
2020-01-02 22:25:00,672,8,371,785,1019,1099,1549,1033,454,696,132,609,1021,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,18,0,0,35,0,0,0
2020-01-02 22:30:00,672,8,372,755,1036,1099,1549,1042,454,696,132,609,1025,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0,0,21,0,0,27,0,0,0
2020-01-02 22:35:00,672,8,373,741,1053,1099,1549,1052,454,696,132,609,1036,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,11,0,0,13,0,0,0
2020-01-02 22:40:00,672,8,378,735,1063,1099,1549,1063,454,696,132,609,1035,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,4,0,0,5,0,0,0
