,Bishan,CCK,Tampines,Woodlands,Tiong Bahru,Tuas,CBD,Punggol,Paya Lebar,Toa Payoh,Buona,Serangoon,Jurong,Town,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona,Tiong Bahru->CBD,CBD->Tiong Bahru
2020-01-01 13:05:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 13:10:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 13:15:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 13:20:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 13:25:00,178,179,426,266,740,199,3219,267,279,53,1356,288,907,1243,0,0,7,48,0,0,6,3,22,41,13,8,4,34,15,9,8,2,7,73,0,5,2,0,8,23,0,6,4,37,6,9,0,0
2020-01-01 13:30:00,162,161,415,245,740,188,3220,244,271,52,1360,303,896,1241,0,0,21,63,0,0,11,4,28,55,17,12,5,45,21,10,9,3,13,96,0,1,1,0,4,9,2,11,6,48,3,4,0,0
2020-01-01 13:35:00,159,191,417,283,738,187,3227,249,309,51,1374,372,917,1241,0,0,27,65,0,0,14,4,7,14,4,4,5,46,7,6,10,3,11,25,1,0,0,0,3,0,5,5,5,13,0,1,0,0
2020-01-01 13:40:00,193,136,375,221,723,164,3231,195,278,36,1348,332,920,1236,0,0,40,119,0,0,21,19,23,46,19,9,9,39,20,17,18,5,17,62,0,4,2,1,10,26,5,16,8,46,6,5,0,0
2020-01-01 13:45:00,232,112,361,192,726,156,3226,177,264,33,1345,326,904,1234,0,0,61,100,0,0,25,20,29,63,27,23,11,37,34,19,16,7,21,83,2,3,0,1,8,21,4,22,7,61,4,3,0,0
2020-01-01 13:50:00,215,136,360,235,724,151,3240,183,302,41,1360,389,915,1236,0,0,67,98,0,0,29,21,11,20,12,19,14,41,28,15,16,7,18,29,0,0,1,1,8,7,5,9,8,23,2,4,0,0
2020-01-01 13:55:00,218,104,335,184,719,136,3240,141,273,35,1350,348,910,1232,0,0,88,146,0,0,37,30,28,37,23,24,14,37,33,22,19,10,21,57,2,2,3,0,22,35,9,16,14,33,9,4,0,0
2020-01-01 14:00:00,267,80,327,156,727,128,3236,125,266,31,1348,347,890,1232,0,0,108,122,0,0,40,23,38,57,29,30,16,39,45,22,15,10,20,76,3,1,1,1,20,23,11,23,13,41,10,3,0,0
2020-01-01 14:05:00,252,102,327,191,732,125,3243,123,291,36,1358,401,899,1235,0,0,103,110,0,0,43,24,24,36,18,24,19,40,35,19,9,11,24,39,3,0,1,4,10,14,9,13,16,22,7,8,0,0
2020-01-01 14:10:00,238,107,328,199,736,130,3245,125,284,45,1376,385,909,1241,0,0,108,118,0,0,41,30,24,24,17,23,19,20,23,19,9,16,37,20,1,0,1,2,16,16,9,11,23,12,8,5,0,0
2020-01-01 14:15:00,269,112,337,217,743,133,3237,137,284,52,1373,369,908,1243,0,0,110,83,0,0,36,30,21,21,17,20,24,11,24,20,5,17,41,10,1,1,0,4,11,13,11,13,22,6,8,6,0,0
2020-01-01 14:20:00,261,126,348,236,747,138,3239,156,280,55,1376,370,901,1248,0,0,99,65,0,0,35,29,20,15,13,18,28,6,23,23,1,17,34,6,3,0,0,1,16,8,12,9,22,3,8,5,0,0
2020-01-01 14:25:00,237,134,358,254,755,146,3237,175,286,57,1382,364,900,1252,0,0,96,53,0,0,30,29,23,11,8,18,25,3,21,23,1,13,29,3,2,0,0,3,16,6,10,6,22,1,6,5,0,0
2020-01-01 14:30:00,232,150,370,273,763,156,3234,189,290,62,1384,351,901,1256,0,0,84,35,0,0,29,25,18,10,4,17,22,1,12,25,0,9,31,1,0,1,0,2,14,5,9,2,24,0,5,4,0,0
2020-01-01 14:35:00,221,164,380,294,762,166,3231,204,293,66,1382,348,901,1257,0,0,68,22,0,0,27,20,20,8,3,9,21,0,8,26,0,6,26,0,1,0,1,3,12,1,10,1,27,0,4,7,0,0
2020-01-01 14:40:00,209,172,394,307,764,171,3225,220,296,70,1383,344,902,1261,0,0,54,11,0,0,19,18,24,10,3,4,25,0,7,21,0,5,26,0,2,0,0,1,4,1,12,2,25,0,5,3,0,0
2020-01-01 14:45:00,195,183,407,323,767,178,3223,230,296,73,1383,338,907,1264,0,0,40,6,0,0,13,13,20,9,1,3,24,0,5,20,0,4,27,0,1,0,0,0,8,0,10,1,21,0,4,3,0,0
2020-01-01 14:50:00,184,196,419,336,769,187,3223,246,304,74,1380,336,907,1265,0,0,32,3,0,0,7,10,14,4,0,1,24,0,3,22,0,2,21,0,0,0,0,2,4,0,4,0,16,0,3,2,0,0
2020-01-01 14:55:00,177,205,428,347,771,196,3222,257,301,74,1380,337,913,1267,0,0,20,1,0,0,4,8,11,1,0,0,21,0,0,17,0,2,16,0,0,0,0,0,3,0,2,0,17,0,0,2,0,0
2020-01-01 15:00:00,176,211,435,352,767,202,3223,267,300,78,1375,330,916,1267,0,0,13,0,0,0,3,3,9,0,0,0,22,0,0,14,0,1,11,0,0,0,0,0,4,0,4,0,15,0,1,1,0,0
2020-01-01 15:05:00,169,216,445,355,767,211,3220,273,302,79,1374,333,915,1267,0,0,7,0,0,0,1,4,7,0,0,0,21,0,0,10,0,1,7,0,0,0,0,0,1,0,6,0,8,0,0,1,0,0
2020-01-01 15:10:00,167,220,450,356,765,217,3219,278,303,80,1372,332,917,1267,0,0,2,0,0,0,1,3,7,0,0,0,20,0,0,6,0,1,5,0,0,0,0,0,0,0,5,0,6,0,0,1,0,0
2020-01-01 15:15:00,168,223,453,355,766,224,3218,280,303,80,1374,331,915,1267,0,0,1,0,0,0,0,1,6,0,0,0,18,0,0,3,0,0,4,0,0,0,0,0,1,0,3,0,6,0,0,0,0,0
2020-01-01 15:20:00,167,227,456,355,766,232,3218,283,304,80,1374,330,915,1267,0,0,0,0,0,0,0,1,3,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
2020-01-01 15:25:00,168,229,459,354,766,237,3218,284,304,80,1374,329,913,1267,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020-01-01 15:30:00,167,230,461,354,766,242,3218,286,303,80,1374,330,913,1267,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-01-01 15:35:00,167,231,462,354,766,245,3218,287,303,80,1374,329,913,1267,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-01 15:40:00,167,231,463,354,766,247,3218,287,303,80,1374,329,913,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 15:45:00,167,231,463,354,766,247,3218,288,303,80,1374,329,913,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 15:50:00,167,231,463,354,766,247,3218,288,303,80,1374,329,913,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 15:55:00,167,231,463,354,766,247,3218,288,303,80,1373,329,913,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-01 16:00:00,168,231,460,353,767,247,3201,288,301,80,1365,328,910,1262,0,0,0,0,0,0,0,4,1,0,0,1,1,0,1,3,1,0,0,0,0,2,3,5,0,2,7,0,0,3,1,4,0,0
2020-01-01 16:05:00,170,231,455,353,778,244,3147,288,299,82,1347,326,894,1240,0,0,0,0,0,0,2,12,1,0,0,5,2,3,12,13,4,0,0,0,0,13,14,11,0,1,35,0,1,8,4,5,0,0
2020-01-01 16:10:00,170,233,452,352,776,240,3103,286,308,94,1325,325,882,1228,0,0,1,1,0,0,4,23,0,0,0,8,2,7,22,22,9,0,0,2,0,15,8,18,0,1,51,0,1,8,5,18,0,0
2020-01-01 16:15:00,178,236,453,352,772,240,3084,286,335,102,1344,324,885,1236,0,0,2,1,0,0,4,23,0,1,0,6,2,8,15,21,12,0,0,2,0,9,1,7,0,5,35,0,1,3,1,14,0,0
2020-01-01 16:20:00,190,239,453,352,763,241,3076,286,347,100,1354,331,893,1231,0,0,5,1,0,0,5,21,0,2,0,6,3,5,5,18,11,0,0,0,0,12,0,1,0,9,18,0,6,0,4,12,0,0
2020-01-01 16:25:00,200,239,454,353,759,241,3071,286,338,103,1354,341,897,1222,0,0,11,1,0,0,3,17,0,3,0,11,4,1,2,19,8,0,3,0,0,10,0,0,0,14,12,1,11,0,4,7,0,0
2020-01-01 16:30:00,212,242,459,355,756,242,3069,286,331,103,1347,362,897,1217,0,0,14,0,0,0,2,10,0,3,0,14,3,0,4,22,3,0,6,0,0,5,0,1,0,6,9,2,12,0,1,5,0,0
2020-01-01 16:35:00,206,248,465,358,752,244,3069,289,328,100,1339,369,898,1216,0,0,19,0,0,0,2,12,0,2,0,13,3,0,4,23,0,0,13,0,0,2,0,0,0,3,7,1,12,0,1,2,0,0
2020-01-01 16:40:00,202,254,471,361,753,245,3066,292,325,98,1338,368,902,1215,0,0,25,0,0,0,1,10,1,2,0,14,2,0,1,16,0,0,15,0,0,1,0,0,0,1,6,0,11,0,2,2,0,0
2020-01-01 16:45:00,202,258,477,368,753,245,3065,302,327,94,1336,365,904,1214,0,0,27,0,0,0,1,8,1,3,0,15,4,0,0,7,0,0,9,0,0,1,0,0,1,1,4,0,6,0,1,1,0,0
2020-01-01 16:50:00,197,265,482,372,753,247,3063,307,329,94,1335,366,902,1214,0,0,30,0,0,0,0,5,1,4,0,10,6,0,0,3,0,0,7,0,0,0,0,0,0,0,4,0,2,0,1,1,0,0
2020-01-01 16:55:00,194,269,483,380,754,247,3061,311,330,94,1333,366,898,1214,0,0,26,0,0,0,0,3,1,5,0,8,7,0,0,4,0,0,5,0,0,0,0,1,1,0,3,0,2,0,0,0,0,0
2020-01-01 17:00:00,192,273,479,390,764,249,2991,314,329,94,1305,363,882,1195,0,0,19,1,0,0,0,12,0,3,0,9,7,0,11,16,6,0,5,0,0,13,7,21,0,2,27,1,2,5,6,7,0,0
2020-01-01 17:05:00,194,278,460,400,779,249,2783,313,316,107,1210,353,831,1131,0,0,13,1,0,0,0,49,1,0,0,17,8,4,47,53,22,2,7,3,0,48,37,74,4,7,110,2,7,25,23,32,0,0
2020-01-01 17:10:00,207,282,438,403,770,239,2588,310,335,148,1160,345,796,1098,0,0,8,4,0,0,2,73,2,0,0,28,11,15,65,86,51,2,5,9,0,51,56,75,5,9,193,7,7,43,22,52,0,0
2020-01-01 17:15:00,231,295,437,402,751,238,2542,313,428,174,1183,346,806,1094,0,0,12,5,0,0,5,89,3,1,0,29,9,18,45,79,61,3,2,7,0,59,20,28,1,10,163,6,7,30,16,52,0,0
2020-01-01 17:20:00,268,304,436,403,735,243,2515,314,507,196,1211,365,830,1061,0,0,21,4,0,0,6,92,3,7,1,32,8,14,20,63,56,3,1,1,0,58,3,11,1,30,86,4,26,9,11,41,0,0
2020-01-01 17:25:00,332,312,442,406,719,247,2486,315,488,212,1208,413,844,1031,0,0,29,4,0,0,8,65,1,14,1,41,9,3,6,67,40,1,4,0,0,41,0,4,0,51,57,10,44,2,11,32,0,0
2020-01-01 17:30:00,366,320,462,413,706,247,2468,315,458,207,1192,487,842,1008,0,0,51,1,0,0,9,52,1,17,2,49,15,0,6,74,11,1,23,0,0,27,0,0,0,35,48,7,52,0,5,23,0,0
2020-01-01 17:35:00,382,333,486,426,694,251,2460,319,440,196,1177,508,846,995,0,0,76,0,0,0,6,41,2,19,2,47,19,0,8,69,1,0,51,0,0,13,0,1,0,18,36,2,52,0,6,18,0,0
2020-01-01 17:40:00,378,349,514,444,688,256,2447,338,432,183,1169,508,859,990,0,0,100,0,0,0,5,32,3,21,0,40,20,0,5,57,0,0,58,0,0,6,0,2,0,8,24,2,46,0,3,13,0,0
2020-01-01 17:45:00,366,356,538,461,681,262,2440,370,426,173,1160,502,862,989,0,0,124,0,0,0,4,24,5,26,0,29,31,0,3,48,0,0,45,0,0,3,0,0,0,1,20,1,40,0,1,9,0,0
2020-01-01 17:50:00,349,368,560,495,676,270,2435,396,425,168,1154,498,860,989,0,0,133,0,0,0,1,13,4,24,0,28,31,0,3,40,0,0,27,0,1,0,0,1,0,0,15,0,30,0,1,5,0,0
2020-01-01 17:55:00,334,375,577,540,670,276,2422,414,424,166,1143,500,859,986,0,0,116,0,0,0,1,10,2,15,0,27,39,0,2,32,2,0,14,1,0,4,1,4,0,1,15,0,21,1,1,5,0,0
2020-01-01 18:00:00,325,393,575,582,695,289,2290,419,418,169,1101,491,825,937,0,0,92,1,0,0,3,23,2,7,0,24,31,4,28,35,11,0,13,4,0,33,20,39,3,4,61,0,17,15,12,9,0,0
2020-01-01 18:05:00,319,403,539,616,746,279,1849,417,404,203,905,477,706,815,0,0,68,5,0,0,5,91,3,1,0,47,39,22,113,110,53,2,15,11,0,82,79,129,5,15,243,5,15,59,45,60,0,0
2020-01-01 18:10:00,329,418,503,639,763,279,1417,416,439,270,783,477,585,726,0,0,42,11,0,0,9,159,7,1,0,68,40,36,176,176,104,3,14,16,0,118,100,152,6,21,409,13,14,89,54,118,0,0
2020-01-01 18:15:00,375,448,477,651,745,280,1201,421,570,341,823,487,587,694,0,0,37,12,0,0,15,207,6,4,1,61,46,40,142,170,133,3,10,11,0,127,57,85,5,33,403,17,24,77,30,144,0,0
2020-01-01 18:20:00,443,479,471,660,678,293,1071,426,567,393,894,527,607,615,0,0,41,13,0,0,20,235,2,13,1,67,44,25,80,173,135,5,10,4,0,139,25,46,4,71,454,15,44,46,32,132,0,0
2020-01-01 18:25:00,560,491,483,673,631,305,992,429,566,436,909,640,616,555,0,0,62,9,0,0,21,203,1,23,1,96,47,14,46,191,97,3,23,2,0,101,5,12,6,66,465,15,47,18,30,110,0,0
2020-01-01 18:30:00,656,520,510,688,584,320,940,434,638,439,890,743,635,493,0,0,100,3,0,0,19,161,2,26,2,104,50,6,28,207,47,3,61,2,0,70,4,4,0,49,379,22,41,5,29,86,0,0
2020-01-01 18:35:00,708,551,530,708,549,334,918,451,679,426,860,788,663,458,0,0,148,2,0,0,15,137,4,35,2,103,54,3,17,202,16,4,101,1,0,39,0,4,1,71,274,18,56,0,17,53,0,0
2020-01-01 18:40:00,724,577,551,734,526,352,906,495,678,398,812,824,685,443,0,0,207,0,0,0,10,108,4,48,1,103,67,0,13,187,5,2,122,0,0,19,0,5,3,70,190,7,79,0,13,32,0,0
2020-01-01 18:45:00,718,607,586,784,510,370,885,552,699,379,767,848,705,441,0,0,247,0,0,0,6,76,5,51,0,95,76,0,8,162,1,2,126,0,0,7,0,1,2,43,101,4,99,0,12,25,0,0
2020-01-01 18:50:00,685,638,630,853,499,388,866,617,674,366,740,853,727,438,0,0,264,0,0,0,4,56,5,46,0,88,86,0,3,116,0,1,115,0,0,4,0,3,3,25,56,4,123,0,5,19,0,0
2020-01-01 18:55:00,646,669,684,933,488,418,847,678,642,362,723,850,729,438,0,0,262,0,0,0,2,34,4,38,0,80,84,1,1,79,0,0,99,0,0,2,1,2,1,16,46,2,120,1,5,13,0,0
2020-01-01 19:00:00,614,707,746,1023,485,443,799,730,626,364,695,853,705,421,0,0,214,2,0,0,0,26,5,24,0,77,83,3,6,59,2,0,76,2,0,8,11,15,3,4,49,0,88,7,9,16,0,0
2020-01-01 19:05:00,594,742,781,1100,494,466,640,772,625,370,634,843,643,357,0,0,158,4,0,0,0,41,12,11,0,78,76,8,40,62,20,1,57,5,0,32,47,59,2,10,102,1,53,23,20,17,0,0
2020-01-01 19:10:00,587,783,802,1152,514,492,479,800,628,400,552,836,589,334,0,0,115,6,0,0,1,70,15,6,0,70,67,10,65,84,38,5,42,6,0,37,45,56,4,5,171,7,37,32,19,39,0,0
2020-01-01 19:15:00,596,828,807,1193,509,514,372,825,698,421,552,836,577,306,0,0,76,7,0,0,2,86,13,4,0,49,53,12,50,87,47,6,23,4,0,55,29,44,4,11,164,8,34,27,16,55,0,0
2020-01-01 19:20:00,616,860,822,1236,495,534,313,840,756,451,564,852,586,279,0,0,39,5,0,0,3,95,11,7,1,40,42,8,32,73,50,7,11,2,0,54,17,19,0,30,117,6,36,17,22,52,0,0
2020-01-01 19:25:00,659,875,831,1247,488,554,269,847,763,472,564,895,588,244,0,0,34,3,0,0,3,90,10,13,2,47,33,5,16,75,33,7,13,1,0,50,4,10,1,42,85,13,45,10,14,45,0,0
2020-01-01 19:30:00,705,894,852,1259,480,566,239,851,744,485,557,949,594,219,0,0,41,1,0,0,2,73,9,15,2,45,30,1,8,79,16,3,28,0,0,34,1,1,0,42,65,12,51,6,7,34,0,0
2020-01-01 19:35:00,718,917,875,1273,456,576,231,860,729,483,542,985,603,199,0,0,63,0,0,0,1,60,3,14,1,43,29,0,6,78,8,2,49,0,0,21,0,2,1,27,48,7,54,1,8,27,0,0
2020-01-01 19:40:00,722,931,903,1286,450,587,212,879,716,475,531,1002,614,193,0,0,82,0,0,0,1,50,2,17,0,44,25,0,2,72,3,1,56,0,0,8,0,0,2,18,38,5,50,0,4,19,0,0
2020-01-01 19:45:00,722,943,929,1300,441,596,204,909,710,461,517,1005,624,189,0,0,101,0,0,0,2,34,5,20,0,39,27,0,1,62,2,0,51,0,0,4,0,1,1,12,30,1,40,0,4,13,0,0
2020-01-01 19:50:00,716,957,953,1326,437,605,193,935,709,453,503,1000,630,188,0,0,116,0,0,0,2,17,4,20,0,32,31,0,0,53,1,0,48,0,0,2,0,1,0,5,22,1,30,0,1,9,0,0
2020-01-01 19:55:00,697,969,969,1362,433,612,186,960,708,451,496,1003,631,188,0,0,107,0,0,0,2,11,3,18,0,34,32,0,0,39,0,0,37,0,0,1,0,0,0,1,17,1,26,0,1,5,0,0
2020-01-01 20:00:00,687,981,983,1396,425,623,176,983,709,449,485,1001,630,184,0,0,92,0,0,0,1,7,5,12,0,35,27,0,4,28,1,0,24,0,0,0,4,3,0,1,17,1,19,0,1,6,0,0
2020-01-01 20:05:00,680,1001,992,1429,429,633,132,996,707,446,474,1000,610,172,0,0,70,1,0,0,0,10,6,5,0,33,20,3,15,25,5,0,17,1,0,9,6,11,0,2,34,1,14,3,2,6,0,0
2020-01-01 20:10:00,677,1019,998,1463,419,639,94,1005,710,457,462,995,598,164,0,0,43,2,0,0,0,14,4,2,0,26,21,5,19,23,12,0,12,2,0,5,14,14,0,1,48,0,13,4,4,12,0,0
2020-01-01 20:15:00,680,1039,1005,1480,419,644,69,1012,732,459,468,993,593,162,0,0,24,2,0,0,2,18,4,1,0,14,20,6,14,22,15,0,8,1,0,9,7,8,0,2,43,0,9,1,2,13,0,0
2020-01-01 20:20:00,680,1047,1010,1491,412,649,51,1017,743,464,470,995,598,155,0,0,15,2,0,0,3,20,5,1,1,8,19,4,8,19,16,0,6,0,0,12,3,7,1,6,30,0,11,1,6,14,0,0
2020-01-01 20:25:00,690,1053,1013,1497,410,657,37,1020,743,470,471,1003,599,151,0,0,11,1,0,0,3,18,3,3,1,7,14,3,5,20,13,0,3,0,0,10,1,3,1,7,20,1,20,1,5,12,0,0
2020-01-01 20:30:00,698,1055,1021,1502,405,662,30,1023,740,470,466,1015,598,144,0,0,12,0,0,0,3,17,2,4,1,11,13,2,4,22,6,0,4,0,0,9,1,2,1,8,16,2,19,0,3,9,0,0
2020-01-01 20:35:00,700,1059,1033,1503,400,667,24,1023,737,472,464,1025,600,140,0,0,16,0,0,0,1,18,2,2,2,13,9,1,4,21,4,0,11,0,0,5,1,2,0,4,13,2,15,0,0,7,0,0
2020-01-01 20:40:00,703,1065,1040,1508,396,671,22,1027,734,470,458,1019,605,137,0,0,22,0,0,0,0,15,1,2,1,10,8,0,4,22,2,0,17,0,0,4,1,1,1,4,9,1,14,0,2,4,0,0
2020-01-01 20:45:00,700,1069,1048,1510,393,675,19,1034,735,468,455,1024,606,136,0,0,26,0,0,0,0,14,1,5,0,9,8,0,2,20,1,0,15,0,0,2,0,1,0,1,8,0,11,0,0,4,0,0
2020-01-01 20:50:00,702,1071,1054,1518,391,676,16,1044,735,466,452,1024,610,137,0,0,23,0,0,0,0,9,1,5,0,8,11,0,2,15,1,0,10,0,0,0,0,0,0,0,9,0,8,0,1,1,0,0
2020-01-01 20:55:00,702,1076,1059,1524,391,679,12,1049,737,464,448,1025,611,136,0,0,24,0,0,0,0,6,1,3,0,6,12,0,1,10,0,0,8,0,0,1,0,1,0,0,6,0,6,0,0,2,0,0
2020-01-01 21:00:00,697,1079,1062,1535,389,683,10,1054,739,465,447,1027,612,137,0,0,17,0,0,0,0,5,1,1,0,6,11,0,0,7,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0
2020-01-01 21:05:00,698,1083,1065,1542,389,687,10,1057,738,465,448,1027,610,137,0,0,10,0,0,0,0,4,1,0,0,6,9,0,0,5,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
2020-01-01 21:10:00,694,1085,1067,1545,388,691,9,1059,737,466,445,1027,611,137,0,0,9,0,0,0,0,4,1,1,0,3,8,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0
2020-01-01 21:15:00,696,1089,1070,1550,387,694,9,1060,736,466,445,1027,609,137,0,0,4,0,0,0,0,1,0,1,0,2,6,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0
