,Bishan,Buona,Tampines,Woodlands,CBD,Toa Payoh,Punggol,Jurong,Tuas,Serangoon,Tiong Bahru,Paya Lebar,Town,CCK,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona
2020-01-01 05:05:00,678,453,1086,1533,9,468,1081,605,697,1024,395,736,137,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:15:00,678,453,1086,1533,9,468,1081,605,697,1024,395,736,137,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:25:00,678,453,1086,1533,9,468,1081,605,697,1024,395,736,137,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:35:00,678,453,1086,1533,9,468,1081,605,697,1024,395,736,137,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:45:00,678,453,1082,1533,9,468,1081,605,692,1024,395,736,137,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2020-01-01 05:55:00,678,453,1078,1533,9,468,1077,610,680,1024,395,735,136,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,1,0,0,0,5,0,0,0,4,0,0
2020-01-01 06:05:00,688,453,1071,1533,8,466,1074,610,666,1027,395,737,136,1093,0,0,0,0,0,0,0,0,0,5,0,0,0,21,5,0,0,0,0,3,0,0,0,1,0,1,0,0,0,7,0,0
2020-01-01 06:15:00,684,452,1045,1527,7,466,1062,601,655,1031,394,730,136,1069,0,0,0,11,0,0,9,6,0,24,0,0,0,25,16,0,1,0,0,12,0,1,0,1,0,9,0,0,0,26,0,0
2020-01-01 06:25:00,713,458,1036,1518,5,460,1034,608,633,1023,391,751,137,1047,0,0,0,29,0,0,18,13,15,22,0,0,0,22,18,3,2,0,0,28,0,2,0,0,0,3,0,0,0,9,0,2
2020-01-01 06:35:00,715,472,1005,1499,8,459,1025,606,610,1061,375,729,127,1038,0,0,24,56,0,0,23,22,3,14,10,0,0,30,20,3,14,0,0,9,0,3,0,0,0,9,0,0,0,31,0,0
2020-01-01 06:45:00,738,458,969,1432,5,448,980,585,604,1034,360,716,117,991,0,0,56,112,0,0,39,48,7,30,20,8,0,29,33,12,26,6,0,45,0,6,2,0,10,35,3,0,0,36,0,0
2020-01-01 06:55:00,767,455,958,1399,5,432,933,592,583,1107,355,733,116,962,0,0,57,124,0,0,49,60,37,23,21,16,14,21,24,24,16,10,21,47,0,0,0,0,6,9,2,1,9,11,0,1
2020-01-01 07:05:00,784,458,945,1391,5,428,934,605,574,1148,339,710,110,987,0,0,93,91,0,0,48,54,22,13,15,7,22,19,28,18,25,10,20,20,1,0,0,1,18,18,1,1,13,22,1,1
2020-01-01 07:15:00,791,445,941,1340,4,431,914,576,583,1051,334,692,108,970,0,0,129,95,0,0,48,59,35,26,20,20,33,18,23,29,27,17,65,40,2,2,2,1,39,27,1,1,34,17,7,3
2020-01-01 07:25:00,740,440,970,1371,6,444,967,582,592,1102,349,718,109,984,0,0,108,75,0,0,41,48,42,21,20,22,37,15,11,35,5,17,52,12,1,1,0,0,13,10,1,2,30,5,2,0
2020-01-01 07:35:00,729,440,984,1418,9,448,1005,612,579,1062,361,740,106,1038,0,0,90,36,0,0,28,26,20,9,1,14,34,37,5,23,1,16,42,14,2,1,0,2,21,4,1,1,23,16,2,0
2020-01-01 07:45:00,693,438,996,1437,6,459,1036,597,436,1027,368,740,108,1025,0,0,60,15,0,0,18,12,37,30,17,16,35,198,4,19,1,12,58,11,3,1,0,0,23,9,3,2,35,11,2,2
2020-01-01 07:55:00,687,446,977,1497,5,460,1090,688,350,1030,380,753,115,1015,0,0,22,0,0,0,8,2,13,63,0,1,20,190,53,8,0,4,27,4,1,0,0,2,7,7,0,0,20,54,1,0
2020-01-01 08:05:00,685,496,931,1546,5,463,1070,558,324,1022,381,790,115,790,0,0,5,22,0,0,14,6,9,239,0,0,6,91,277,4,2,2,7,47,0,3,0,0,1,13,0,0,10,66,0,0
2020-01-01 08:15:00,701,584,792,1372,5,463,1007,401,320,1103,314,752,103,614,0,0,0,415,0,0,38,195,25,184,1,0,1,25,236,1,71,0,1,70,0,8,0,0,1,45,0,0,3,149,0,0
2020-01-01 08:25:00,859,491,670,916,5,442,749,311,281,1070,219,770,87,547,0,0,0,912,0,0,133,526,121,59,33,0,1,46,110,6,162,0,0,259,0,6,1,1,0,80,0,1,0,125,0,1
2020-01-01 08:35:00,1375,341,472,547,4,439,481,323,221,1368,184,668,74,526,0,0,3,857,0,0,330,602,90,3,139,4,0,83,47,21,126,24,0,268,3,3,1,0,66,91,3,13,0,198,0,2
2020-01-01 08:45:00,1449,354,282,364,15,790,363,408,181,1089,142,849,125,429,0,0,10,462,0,0,581,390,62,2,189,7,11,69,111,34,46,194,4,118,187,0,4,1,249,30,1,186,8,190,1,13
2020-01-01 08:55:00,1083,449,220,310,202,916,318,412,151,630,143,820,480,346,0,0,23,155,0,0,633,168,28,9,143,3,45,51,230,181,13,341,18,49,380,0,115,31,144,12,1,556,70,70,29,22
2020-01-01 09:05:00,625,758,266,310,963,717,322,537,172,427,366,550,864,282,0,0,19,42,0,0,402,58,5,7,88,0,42,22,210,201,1,248,14,14,383,0,276,65,73,15,2,482,87,24,51,10
2020-01-01 09:15:00,338,1088,344,328,1949,434,330,727,199,347,610,396,1119,244,0,0,4,13,0,0,186,19,3,2,41,0,30,8,98,117,1,101,7,6,248,0,263,20,38,6,0,233,73,9,18,3
2020-01-01 09:25:00,212,1249,415,332,2654,239,336,858,221,330,713,335,1186,233,0,0,2,3,0,0,84,6,0,2,12,0,10,2,31,55,0,31,5,1,121,0,167,4,14,0,0,97,35,2,2,1
2020-01-01 09:35:00,164,1324,450,335,3023,141,341,919,231,323,741,322,1215,229,0,0,1,1,0,0,32,2,0,0,4,0,1,1,6,13,0,9,1,0,53,0,71,3,6,1,0,21,16,0,0,0
2020-01-01 09:45:00,158,1351,466,336,3153,95,342,936,232,322,749,318,1241,228,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,4,0,2,2,0,18,0,25,1,1,0,0,9,3,0,0,0
2020-01-01 09:55:00,157,1357,469,336,3204,79,344,940,232,323,751,318,1247,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,7,0,0,0,0,0,1,0,0,0
2020-01-01 10:05:00,157,1358,470,336,3216,75,344,941,232,323,751,318,1249,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-01-01 10:15:00,157,1358,470,336,3219,74,344,941,232,323,751,318,1249,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 10:25:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 10:35:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 10:45:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 10:55:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 11:05:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 11:15:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 11:25:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 11:35:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 11:45:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 11:55:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 12:05:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 12:15:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 12:25:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 12:35:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 12:45:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 12:55:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 13:05:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 13:15:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 13:25:00,169,1340,431,264,3220,55,271,912,199,297,728,276,1240,170,0,0,8,51,0,0,7,10,21,41,17,8,4,33,17,7,10,3,8,73,0,7,1,0,7,37,0,1,4,39,1,13
2020-01-01 13:35:00,159,1362,421,284,3221,51,254,926,190,388,724,310,1239,186,0,0,30,68,0,0,12,11,4,12,1,3,5,42,6,8,14,5,15,25,1,0,0,0,3,1,1,0,4,14,0,0
2020-01-01 13:45:00,246,1331,360,192,3222,32,186,909,157,352,703,268,1231,108,0,0,62,99,0,0,27,30,30,61,24,16,11,39,40,19,21,10,17,83,1,3,0,0,8,23,0,3,8,65,2,1
2020-01-01 13:55:00,222,1337,337,189,3220,31,145,916,136,374,696,278,1228,95,0,0,92,141,0,0,46,49,27,42,17,29,13,38,27,18,26,18,21,58,3,2,2,1,29,44,4,2,12,31,2,2
2020-01-01 14:05:00,264,1346,328,197,3221,38,126,897,122,427,702,287,1237,100,0,0,113,108,0,0,54,45,25,35,16,26,22,43,28,14,15,21,24,40,1,1,0,1,18,16,1,2,17,21,1,0
2020-01-01 14:15:00,284,1350,339,216,3220,45,139,903,133,398,713,287,1241,112,0,0,101,89,0,0,66,52,28,22,17,22,19,12,25,20,7,20,39,11,2,0,0,0,18,18,2,2,22,6,0,0
2020-01-01 14:25:00,263,1361,360,261,3218,57,175,903,145,390,724,284,1247,145,0,0,83,59,0,0,57,46,19,8,9,12,22,3,19,22,1,15,31,3,2,0,0,2,16,7,0,2,25,1,3,0
2020-01-01 14:35:00,238,1372,385,289,3219,62,206,905,159,364,740,287,1255,164,0,0,78,24,0,0,38,33,15,9,3,6,22,0,12,23,0,13,28,0,2,0,0,0,19,3,0,0,24,0,3,0
2020-01-01 14:45:00,205,1367,409,325,3219,69,234,908,172,356,750,296,1258,178,0,0,50,5,0,0,27,25,16,7,0,2,27,0,3,26,0,7,27,0,0,0,0,1,10,0,0,0,21,0,0,0
2020-01-01 14:55:00,183,1366,430,343,3219,72,261,916,188,343,757,305,1262,193,0,0,21,0,0,0,12,19,24,3,0,0,27,0,2,12,0,3,14,0,3,0,0,0,8,0,0,0,13,0,1,0
2020-01-01 15:05:00,174,1366,443,353,3219,73,275,915,207,342,758,300,1265,216,0,0,6,0,0,0,3,9,8,1,0,0,21,0,0,11,0,3,8,0,1,0,1,0,6,0,0,0,16,0,0,0
2020-01-01 15:15:00,171,1361,459,357,3221,76,283,917,223,337,761,300,1264,224,0,0,0,0,0,0,1,1,3,0,0,0,14,0,0,7,0,0,6,0,0,0,1,0,4,0,0,0,9,0,0,0
2020-01-01 15:25:00,167,1362,468,356,3222,75,289,918,233,334,761,303,1265,227,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,4,0,0,0
2020-01-01 15:35:00,166,1361,472,356,3223,76,291,916,240,332,761,304,1265,228,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2020-01-01 15:45:00,166,1361,475,356,3223,76,291,916,245,332,761,302,1265,228,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-01-01 15:55:00,166,1360,477,356,3223,76,291,916,245,332,761,302,1265,228,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 16:05:00,170,1335,469,354,3143,79,291,897,242,328,746,298,1248,228,0,0,0,1,0,0,2,16,1,0,0,6,2,4,11,13,9,0,0,0,0,21,5,30,0,1,38,0,1,8,1,2
2020-01-01 16:15:00,183,1310,465,353,3071,112,289,888,239,326,731,336,1260,234,0,0,2,2,0,0,4,37,0,1,0,6,2,8,15,19,22,0,0,2,0,19,1,12,0,7,39,0,0,5,0,0
2020-01-01 16:25:00,215,1309,465,354,3066,120,289,900,240,354,731,338,1231,236,0,0,13,1,0,0,7,31,0,4,0,10,4,0,2,6,13,2,2,0,0,18,0,0,0,18,5,0,13,0,3,0
2020-01-01 16:35:00,226,1301,478,360,3065,111,291,888,242,389,734,324,1217,244,0,0,30,0,0,0,16,17,0,2,0,13,4,0,3,2,0,6,11,0,0,5,0,0,6,5,1,0,7,0,2,0
2020-01-01 16:45:00,214,1305,485,371,3065,100,302,885,244,376,738,326,1214,251,0,0,38,0,0,0,24,11,2,6,0,4,2,0,1,1,0,10,11,0,0,1,0,0,6,0,0,0,7,0,0,0
2020-01-01 16:55:00,199,1310,492,391,3061,93,313,885,246,372,741,329,1214,255,0,0,31,0,0,0,21,5,5,2,0,0,1,0,0,5,1,7,8,0,1,1,0,2,3,0,2,0,4,0,0,0
2020-01-01 17:05:00,194,1193,469,401,2764,105,318,823,239,360,692,317,1151,260,0,0,18,1,0,0,10,79,10,0,0,17,7,7,44,56,39,4,7,3,1,75,16,133,5,7,126,0,8,27,3,11
2020-01-01 17:15:00,239,1126,446,403,2479,218,319,799,227,361,623,445,1179,286,0,0,15,5,0,0,9,142,6,1,0,24,13,19,50,74,91,4,2,6,0,111,9,47,3,14,156,1,6,31,3,8
2020-01-01 17:25:00,404,1120,450,404,2441,290,321,828,237,450,626,482,1056,299,0,0,46,4,0,0,26,110,6,15,2,41,15,3,8,20,55,4,5,0,0,73,0,0,3,63,42,1,46,2,2,0
2020-01-01 17:35:00,470,1097,496,424,2431,244,326,803,246,564,632,427,997,329,0,0,106,0,0,0,73,71,4,16,1,36,12,0,8,9,2,20,38,0,1,20,0,0,19,22,10,0,46,0,0,0
2020-01-01 17:45:00,428,1106,542,472,2428,187,364,794,256,544,636,423,987,343,0,0,160,0,0,0,99,36,5,26,0,9,8,0,4,7,0,33,47,0,2,4,0,0,12,4,3,0,31,0,0,0
2020-01-01 17:55:00,366,1134,572,550,2419,164,411,793,261,528,650,421,988,346,0,0,140,0,0,0,80,15,17,11,0,3,7,0,1,24,2,19,20,0,1,3,1,4,14,1,4,0,27,1,0,2
2020-01-01 18:05:00,332,918,539,622,1807,212,416,660,246,492,541,399,867,364,0,0,75,7,0,0,54,130,23,2,0,32,18,20,109,134,88,5,21,15,1,137,30,278,11,19,246,0,26,60,10,34
2020-01-01 18:15:00,408,732,489,641,1047,455,427,552,230,517,391,629,923,414,0,0,41,13,0,0,37,313,26,4,1,54,45,37,160,191,207,4,13,10,0,256,23,172,8,42,361,2,22,76,7,20
2020-01-01 18:25:00,735,703,493,655,853,650,437,591,253,722,361,761,691,470,0,0,85,8,0,0,66,325,14,23,1,90,69,13,40,91,152,11,21,3,0,209,0,28,9,137,122,1,81,18,6,2
2020-01-01 18:35:00,967,615,574,684,822,591,458,549,289,988,378,639,504,536,0,0,224,2,0,0,174,232,9,36,2,90,72,2,16,38,31,40,115,0,2,83,0,0,31,84,27,0,90,0,6,0
2020-01-01 18:45:00,924,613,664,781,814,462,573,516,346,951,395,597,443,584,0,0,378,0,0,0,275,135,9,51,0,40,43,0,7,23,0,68,150,0,4,19,0,0,32,23,7,0,72,0,1,0
2020-01-01 18:55:00,760,681,736,949,807,393,723,514,378,897,427,614,430,596,0,0,399,0,0,0,242,58,37,37,0,12,21,1,2,47,0,54,74,0,1,6,1,2,33,3,5,0,60,0,0,0
2020-01-01 19:05:00,639,655,774,1133,588,384,792,485,389,868,417,625,371,635,0,0,234,3,0,0,157,72,74,10,0,20,19,6,42,122,34,19,42,5,0,55,17,106,23,8,93,1,47,22,5,9
2020-01-01 19:15:00,612,564,795,1221,299,476,830,504,390,858,385,708,392,724,0,0,89,7,0,0,87,143,93,5,0,20,44,12,51,151,74,8,26,4,1,95,13,67,15,16,139,0,47,26,2,7
2020-01-01 19:25:00,717,520,832,1233,191,565,855,553,412,931,377,764,303,822,0,0,61,4,0,0,43,152,52,12,3,36,81,3,16,99,52,9,16,1,1,84,3,18,8,49,62,0,46,10,4,0
2020-01-01 19:35:00,818,471,877,1252,173,548,871,564,461,1030,389,725,223,895,0,0,96,0,0,0,70,99,23,14,1,39,85,0,2,48,13,17,41,0,0,38,0,0,17,34,18,0,46,1,1,0
2020-01-01 19:45:00,794,462,923,1289,168,504,912,553,525,1040,393,703,190,937,0,0,150,0,0,0,103,51,8,20,0,18,61,0,2,16,1,29,62,0,1,11,0,0,15,13,5,0,41,0,0,0
2020-01-01 19:55:00,728,487,964,1359,167,462,974,547,570,1025,407,707,185,946,0,0,154,0,0,0,97,19,15,17,0,2,36,0,0,23,0,21,37,0,0,3,0,1,16,0,1,0,30,0,0,0
2020-01-01 20:05:00,686,487,992,1432,112,457,1010,544,595,1008,406,709,171,958,0,0,100,1,0,0,65,16,28,5,0,4,15,3,15,42,13,8,16,1,0,13,2,23,7,1,29,1,21,2,0,2
2020-01-01 20:15:00,670,486,1010,1469,49,477,1025,556,603,996,392,734,177,990,0,0,43,1,0,0,29,26,37,0,0,4,17,6,13,52,27,3,10,1,1,16,4,15,6,1,33,0,16,3,1,1
2020-01-01 20:25:00,689,467,1025,1478,22,491,1035,585,612,1011,389,745,158,1027,0,0,19,1,0,0,16,33,21,2,2,8,24,3,2,36,18,1,4,0,0,18,2,6,5,8,16,0,19,1,0,1
2020-01-01 20:35:00,710,451,1044,1483,13,489,1039,593,627,1031,387,737,143,1051,0,0,22,1,0,0,16,31,9,4,1,7,30,1,4,16,5,3,9,0,1,9,0,2,4,6,6,0,14,0,0,1
